pl_name,hostname,pl_orbper,pl_radj,pl_bmassj,pl_orbeccen,pl_eqt,st_teff,st_rad,st_mass
Kepler-1542 b,Kepler-1542,3.95116882,0.068,nan,nan,nan,5564.0,0.99,0.94
Kepler-1542 c,Kepler-1542,2.89223021,0.058,nan,nan,nan,5564.0,0.99,0.94
Kepler-1543 b,Kepler-1543,6.96710269,0.242,nan,nan,nan,6561.0,1.65,1.39
Kepler-1544 b,Kepler-1544,168.811174,0.159,nan,nan,nan,4886.0,0.74,0.81
Kepler-371 c,Kepler-371,67.968015,0.159,nan,nan,nan,5666.0,0.99,nan
Kepler-167 b,Kepler-167,4.3931539,0.153,nan,0.0,918.0,4884.0,0.75,0.78
Kepler-372 d,Kepler-372,30.092568,0.151,nan,nan,nan,6509.0,1.14,nan
Kepler-1545 b,Kepler-1545,163.692349,0.241,nan,nan,nan,5201.0,0.8,0.84
Kepler-1934 b,Kepler-1934,1.41975999,0.081,nan,nan,nan,5925.0,1.03,0.97
Kepler-1701 b,Kepler-1701,169.134,0.198,nan,nan,nan,5146.0,0.84,0.87
Kepler-1935 b,Kepler-1935,3.95140004,0.223,nan,nan,nan,5570.0,0.9,0.84
Kepler-372 b,Kepler-372,6.849692,0.121,nan,nan,nan,6509.0,1.14,nan
Kepler-9 b,Kepler-9,19.23891,0.74,0.13655,0.0609,nan,5774.0,0.96,1.02
Kepler-1936 b,Kepler-1936,126.5569992,0.282,nan,nan,nan,6501.0,1.85,1.42
Kepler-1937 b,Kepler-1937,9.68859959,0.27,nan,nan,nan,6457.0,1.2,1.19
Kepler-1546 b,Kepler-1546,19.5974971,0.279,nan,nan,nan,5623.0,0.93,0.95
Kepler-1938 b,Kepler-1938,13.06260014,0.163,nan,nan,nan,4522.0,0.66,0.65
Kepler-1547 b,Kepler-1547,0.69297968,0.08,nan,nan,nan,6078.0,1.18,1.12
Kepler-1548 b,Kepler-1548,124.828679,0.236,nan,nan,nan,5706.0,0.97,0.99
Kepler-482 b,Kepler-482,56.35418576,0.211,nan,nan,nan,4871.0,0.72,0.75
Kepler-1549 b,Kepler-1549,214.886545,0.229,nan,nan,nan,5324.0,0.84,0.88
Kepler-1154 c,Kepler-1154,8.45808312,0.211,nan,nan,nan,6327.0,1.43,1.26
Kepler-440 b,Kepler-440,101.11141,0.17,nan,0.34,nan,4134.0,0.56,0.57
Kepler-1550 b,Kepler-1550,225.582809,0.269,nan,nan,nan,5991.0,1.11,1.07
Kepler-1551 b,Kepler-1551,24.4973698,0.237,nan,nan,nan,6136.0,1.22,1.14
Kepler-1814 c,Kepler-1814,0.62628177,0.157,nan,0.0,1711.0,4922.0,0.82,0.79
Kepler-1939 b,Kepler-1939,2.7906599,0.104,nan,nan,nan,4353.0,0.6,0.65
Kepler-234 b,Kepler-234,2.711506,0.33,nan,nan,nan,6224.0,1.11,nan
Kepler-1940 b,Kepler-1940,4.95061016,0.138,nan,nan,nan,5431.0,0.72,0.8
Kepler-1552 b,Kepler-1552,184.771853,0.22,nan,nan,nan,5202.0,0.78,0.85
Kepler-1162 c,Kepler-1162,59.284064,0.161,nan,0.0,401.0,5225.0,0.86,0.86
Kepler-685 b,Kepler-685,1.6255222,0.944,nan,nan,nan,5963.0,1.16,1.11
Kepler-154 f,Kepler-154,9.91935684,0.134,nan,nan,nan,5769.0,0.98,0.98
Kepler-1165 b,Kepler-1165,9.478522,0.138,nan,nan,nan,6080.0,1.18,1.13
Kepler-541 b,Kepler-541,5.08005848,0.3,nan,nan,nan,6166.0,2.06,1.41
Kepler-1553 b,Kepler-1553,4.24261881,0.103,nan,nan,nan,5288.0,0.81,0.85
Kepler-1554 b,Kepler-1554,198.088774,0.259,nan,nan,nan,5297.0,0.81,0.84
Kepler-378 c,Kepler-378,28.906009,0.062,nan,nan,nan,4661.0,0.67,nan
Kepler-1555 b,Kepler-1555,8.10501635,0.144,nan,nan,nan,5866.0,1.06,1.04
Kepler-1556 b,Kepler-1556,8.82713457,0.175,nan,nan,nan,5608.0,0.95,0.97
Kepler-542 b,Kepler-542,13.14497566,0.14,nan,nan,nan,5526.0,0.9,0.93
Kepler-379 b,Kepler-379,20.09838,0.148,nan,nan,nan,6054.0,1.31,nan
Kepler-1557 b,Kepler-1557,3.74032496,0.136,nan,nan,nan,6099.0,1.17,1.11
Kepler-1178 b,Kepler-1178,31.80634,0.095,nan,nan,nan,4990.0,0.75,0.8
Kepler-1558 b,Kepler-1558,3.50470358,0.061,nan,nan,nan,5101.0,0.79,0.83
Kepler-1941 b,Kepler-1941,31.33510017,0.236,nan,nan,nan,6404.0,1.14,1.18
Kepler-1942 b,Kepler-1942,4.62604999,0.189,nan,nan,nan,5834.0,0.8,0.85
Kepler-1181 c,Kepler-1181,8.93484887,0.163,nan,0.0,1124.0,6688.0,1.35,1.34
Kepler-1943 b,Kepler-1943,4.85018015,0.138,nan,nan,nan,6032.0,0.97,1.05
Kepler-1982 b,Kepler-1982,3.82315697,0.069,nan,0.0,1282.0,6202.0,1.12,1.21
Kepler-198 b,Kepler-198,17.790037,0.252,nan,nan,nan,5574.0,0.94,nan
Kepler-1559 b,Kepler-1559,0.97191543,0.064,nan,nan,nan,5316.0,0.82,0.86
Kepler-1560 b,Kepler-1560,3.03195744,0.079,nan,nan,nan,5815.0,1.02,1.02
Kepler-1944 b,Kepler-1944,9.84257984,0.246,nan,nan,nan,5585.0,0.97,1.06
Kepler-5 b,Kepler-5,3.5484657,1.426,2.111,nan,1750.0,6297.0,1.79,1.37
Kepler-466 b,Kepler-466,51.07926307,0.254,nan,nan,nan,5927.0,1.05,1.04
Kepler-1561 b,Kepler-1561,1.00520701,0.097,nan,nan,nan,5957.0,1.11,1.07
Kepler-430 c,Kepler-430,110.979,0.16,nan,nan,458.0,5884.0,1.49,1.17
Kepler-1945 b,Kepler-1945,6.08003998,0.115,nan,nan,nan,4991.0,0.8,0.77
Kepler-1946 b,Kepler-1946,3.0351901,0.222,nan,nan,nan,5505.0,0.87,0.89
Kepler-576 b,Kepler-576,29.91136794,0.292,nan,nan,nan,5672.0,0.97,0.99
Kepler-1947 b,Kepler-1947,6.9636302,0.09,nan,nan,nan,6040.0,1.69,0.98
Kepler-1562 b,Kepler-1562,64.2737752,0.317,nan,nan,nan,5760.0,1.05,1.02
Kepler-1563 b,Kepler-1563,3.43276598,0.067,nan,nan,nan,5765.0,0.99,1.0
Kepler-1564 b,Kepler-1564,18.0540381,0.131,nan,nan,nan,5528.0,0.9,0.93
Kepler-1565 b,Kepler-1565,1.53818844,0.106,nan,nan,nan,4940.0,0.73,0.76
Kepler-1727 b,Kepler-1727,9.02929974,0.283,nan,nan,nan,5349.0,0.82,0.82
Kepler-1566 b,Kepler-1566,0.53991524,0.07,nan,nan,nan,5254.0,0.81,0.84
Kepler-1567 b,Kepler-1567,153.979578,0.244,nan,nan,nan,5655.0,0.93,0.95
Kepler-385 d,Kepler-385,56.4159,0.234,nan,nan,nan,5829.0,1.16,1.05
Kepler-146 b,Kepler-146,31.158799,0.331,nan,nan,nan,5948.0,1.21,nan
Kepler-1568 b,Kepler-1568,20.925392,0.116,nan,nan,nan,5956.0,1.19,1.09
Kepler-1569 b,Kepler-1569,5.79180156,0.15,nan,nan,nan,6319.0,1.4,1.25
Kepler-186 f,Kepler-186,129.9441,0.104,nan,0.04,nan,3755.0,0.52,0.54
Kepler-543 b,Kepler-543,13.89961966,0.223,nan,nan,nan,4671.0,0.67,0.7
Kepler-1570 b,Kepler-1570,26.548955,0.095,nan,nan,nan,5550.0,0.89,0.92
Kepler-1571 b,Kepler-1571,3.38555488,0.136,nan,nan,nan,6297.0,1.39,1.23
Kepler-1572 b,Kepler-1572,5.49548621,0.084,nan,nan,nan,5618.0,0.95,0.97
Kepler-386 b,Kepler-386,12.31043,0.124,nan,nan,nan,5178.0,0.77,nan
Kepler-1573 b,Kepler-1573,2.6157554,0.107,nan,nan,nan,5808.0,1.0,1.01
Kepler-1574 b,Kepler-1574,6.9424334,0.115,nan,nan,nan,5892.0,1.08,1.06
Kepler-157 c,Kepler-157,13.5405,0.2,nan,nan,nan,5774.0,1.04,nan
Kepler-1575 b,Kepler-1575,2.55314213,0.117,nan,nan,nan,5667.0,0.92,0.95
Kepler-1245 c,Kepler-1245,2.93658468,0.128,nan,nan,nan,5306.0,0.83,0.86
Kepler-1576 b,Kepler-1576,6.98471973,0.093,nan,nan,nan,5876.0,1.06,1.05
Kepler-1719 b,Kepler-1719,6.14955997,0.352,nan,nan,nan,5687.0,1.77,1.08
Kepler-1254 c,Kepler-1254,3.60084276,0.116,nan,nan,nan,4985.0,0.75,0.78
Kepler-1948 b,Kepler-1948,15.57129955,0.092,nan,nan,nan,3872.0,0.56,0.58
Kepler-1577 b,Kepler-1577,6.30560247,0.101,nan,nan,nan,4862.0,0.74,0.78
Kepler-468 b,Kepler-468,38.47875707,1.19,nan,nan,nan,5498.0,0.87,0.96
Kepler-30 d,Kepler-30,143.34394,0.785,0.073,0.022,nan,5498.0,0.95,0.99
Kepler-1578 b,Kepler-1578,1.45088691,0.093,nan,nan,nan,5545.0,0.86,0.9
Kepler-1254 d,Kepler-1254,5.72717226,0.117,nan,nan,nan,4985.0,0.75,0.78
Kepler-555 b,Kepler-555,16.21775407,0.252,nan,nan,nan,5894.0,1.04,1.03
Kepler-1949 b,Kepler-1949,2.20828009,0.198,nan,nan,nan,6028.0,1.45,1.19
Kepler-1579 b,Kepler-1579,0.84990789,0.075,nan,nan,nan,4584.0,0.7,0.75
Kepler-1993 b,Kepler-1993,26.6565737,0.37,nan,0.0,903.0,5159.0,3.06,1.37
Kepler-390 c,Kepler-390,13.060022,0.07,nan,nan,nan,5166.0,0.78,nan
Kepler-1580 b,Kepler-1580,56.6449279,0.188,nan,nan,nan,6228.0,2.15,1.47
Kepler-1581 b,Kepler-1581,6.28385491,0.071,nan,nan,nan,6022.0,1.23,1.12
Kepler-436 b,Kepler-436,64.00205,0.24,nan,0.19,nan,4651.0,0.7,0.73
Kepler-1582 b,Kepler-1582,4.83817712,0.133,nan,nan,nan,3208.0,0.3,0.28
Kepler-1583 b,Kepler-1583,9.32807355,0.054,nan,nan,nan,5645.0,0.91,0.94
Kepler-1584 b,Kepler-1584,13.3997099,0.144,nan,nan,nan,6069.0,1.13,1.1
Kepler-391 c,Kepler-391,20.485435,0.316,nan,nan,nan,4940.0,3.57,nan
Kepler-556 b,Kepler-556,11.72292176,0.2,nan,nan,nan,5740.0,0.98,1.0
Kepler-1585 b,Kepler-1585,3.5827463,0.16,nan,nan,nan,5538.0,0.91,0.94
Kepler-1586 b,Kepler-1586,15.6049212,0.136,nan,nan,nan,6681.0,1.75,1.45
Kepler-1587 b,Kepler-1587,9.4060467,0.119,nan,nan,nan,5933.0,1.22,1.08
Kepler-196 d,Kepler-196,122.0800018,0.237,nan,nan,nan,5132.0,0.77,0.81
Kepler-1950 b,Kepler-1950,10.77690029,0.136,nan,nan,nan,5455.0,0.85,0.76
Kepler-1588 b,Kepler-1588,7.84931739,0.068,nan,nan,nan,5817.0,0.99,0.96
Kepler-1859 c,Kepler-1859,3.59645081,0.148,nan,0.0,1327.0,5887.0,1.24,1.09
Kepler-1951 b,Kepler-1951,20.65780067,0.207,nan,nan,nan,5468.0,1.31,0.92
Kepler-1589 b,Kepler-1589,0.99166527,0.097,nan,nan,nan,6166.0,1.25,1.18
Kepler-686 b,Kepler-686,1.59474546,1.084,nan,nan,nan,5649.0,0.92,0.94
Kepler-1590 b,Kepler-1590,7.61760804,0.102,nan,nan,nan,6053.0,1.16,1.11
Kepler-1591 b,Kepler-1591,8.18504949,0.113,nan,nan,nan,6082.0,1.16,1.1
Kepler-392 c,Kepler-392,10.423118,0.098,nan,nan,nan,5938.0,1.13,nan
Kepler-1952 b,Kepler-1952,27.21080017,0.111,nan,nan,nan,5973.0,1.3,0.92
Kepler-10 b,Kepler-10,0.8374907,0.131,0.01026,0.0,2188.0,5708.0,1.06,0.91
Kepler-1728 b,Kepler-1728,4.78299999,0.264,nan,nan,nan,5170.0,0.81,0.89
Kepler-1592 b,Kepler-1592,3.05710069,0.137,nan,nan,nan,6213.0,1.28,1.18
Kepler-147 c,Kepler-147,33.416423,0.217,nan,nan,nan,6012.0,1.47,nan
Kepler-1593 b,Kepler-1593,174.509835,0.283,nan,nan,nan,4995.0,0.77,0.81
Kepler-544 b,Kepler-544,21.41616926,0.189,nan,nan,nan,6206.0,1.22,1.16
Kepler-1594 b,Kepler-1594,2.71603809,0.095,nan,nan,nan,5946.0,1.08,1.06
Kepler-1595 b,Kepler-1595,4.56380468,0.11,nan,nan,nan,5203.0,0.8,0.84
Kepler-577 b,Kepler-577,25.69578251,0.227,nan,nan,nan,4984.0,0.73,0.78
Kepler-1596 b,Kepler-1596,66.373379,0.17,nan,nan,nan,5706.0,0.92,0.95
Kepler-403 d,Kepler-403,13.61159129,0.127,nan,nan,nan,6209.0,1.45,1.25
Kepler-1953 b,Kepler-1953,6.24565983,0.115,nan,nan,nan,4858.0,0.71,0.79
Kepler-1597 b,Kepler-1597,2.94654179,0.095,nan,nan,nan,6377.0,1.39,1.25
Kepler-1598 b,Kepler-1598,4.34195123,0.085,nan,nan,nan,5940.0,1.09,1.07
Kepler-1599 b,Kepler-1599,122.363553,0.145,nan,nan,nan,5767.0,0.99,0.99
Kepler-1600 c,Kepler-1600,7.29804993,0.173,nan,nan,nan,5119.0,0.83,0.82
Kepler-1702 b,Kepler-1702,18.5012,0.143,nan,nan,nan,5093.0,0.73,0.85
Kepler-687 b,Kepler-687,20.50586978,0.314,nan,nan,nan,4841.0,0.73,0.77
Kepler-235 b,Kepler-235,3.340222,0.199,nan,nan,nan,4255.0,0.55,nan
Kepler-446 c,Kepler-446,3.036179,0.1,nan,0.0,nan,3359.0,0.24,0.22
Kepler-1601 b,Kepler-1601,2.20921951,0.073,nan,nan,nan,5869.0,1.07,1.04
Kepler-1954 b,Kepler-1954,5.88343,0.161,nan,nan,nan,5840.0,0.85,0.94
Kepler-1955 b,Kepler-1955,14.26519966,0.104,nan,nan,nan,5825.0,1.29,1.05
Kepler-1602 b,Kepler-1602,11.17931605,0.12,nan,nan,nan,6296.0,1.36,1.22
Kepler-597 b,Kepler-597,13.02365861,0.211,nan,nan,nan,5683.0,0.95,0.97
Kepler-1603 b,Kepler-1603,2.27163926,0.115,nan,nan,nan,6241.0,1.31,1.21
Kepler-1604 b,Kepler-1604,0.68368426,0.126,nan,nan,nan,4976.0,0.76,0.81
Kepler-1956 b,Kepler-1956,5.94371986,0.097,nan,nan,nan,4391.0,0.68,0.67
Kepler-1605 b,Kepler-1605,85.7565495,0.096,nan,nan,nan,5280.0,0.82,0.86
Kepler-1957 b,Kepler-1957,2.18662,0.084,nan,nan,nan,4904.0,0.77,0.74
Kepler-183 c,Kepler-183,11.637071,0.203,nan,nan,nan,5888.0,0.96,nan
Kepler-1606 b,Kepler-1606,196.435224,0.185,nan,nan,nan,5422.0,0.86,0.9
Kepler-688 b,Kepler-688,3.89593684,0.871,nan,nan,nan,5715.0,0.96,0.98
Kepler-1607 b,Kepler-1607,13.6473676,0.082,nan,nan,nan,6116.0,1.21,1.14
Kepler-1608 b,Kepler-1608,16.4735686,0.154,nan,nan,nan,4992.0,0.72,0.75
Kepler-444 b,Kepler-444,3.6001053,0.036,nan,0.16,nan,5046.0,0.75,0.76
Kepler-1958 b,Kepler-1958,9.32861996,0.183,nan,nan,nan,5749.0,0.86,0.96
Kepler-1959 b,Kepler-1959,6.38669014,0.102,nan,nan,nan,5071.0,0.81,0.77
Kepler-1960 b,Kepler-1960,2.29794002,0.117,nan,nan,nan,6371.0,1.07,1.12
Kepler-444 c,Kepler-444,4.5458841,0.044,nan,0.31,nan,5046.0,0.75,0.76
Kepler-1609 b,Kepler-1609,114.34219,0.198,nan,nan,nan,6132.0,1.27,1.18
Kepler-578 b,Kepler-578,1.6168837,0.178,nan,nan,nan,5334.0,0.83,0.87
Kepler-444 d,Kepler-444,6.189392,0.047,nan,0.18,nan,5046.0,0.75,0.76
Kepler-1610 b,Kepler-1610,8.70181574,0.144,nan,nan,nan,5383.0,0.87,0.91
Kepler-1610 c,Kepler-1610,44.9851885,0.186,nan,0.0,433.0,5295.0,0.8,0.82
Kepler-689 b,Kepler-689,22.36656079,0.258,nan,nan,nan,5518.0,0.88,0.91
Kepler-444 e,Kepler-444,7.743493,0.049,nan,0.1,nan,5046.0,0.75,0.76
Kepler-1961 b,Kepler-1961,5.6047101,0.144,nan,nan,nan,5401.0,0.78,0.87
Kepler-1611 b,Kepler-1611,5.1762429,0.072,nan,nan,nan,5605.0,0.93,0.94
KOI-94 c,KOI-94,10.423648,0.385,0.049,0.43,1012.0,6182.0,1.52,1.28
Kepler-624 b,Kepler-624,14.58649607,0.206,nan,nan,nan,6117.0,1.18,1.1
Kepler-1612 b,Kepler-1612,3.91795101,0.092,nan,nan,nan,5643.0,0.94,0.96
Kepler-444 f,Kepler-444,9.740486,0.066,nan,0.29,nan,5046.0,0.75,0.76
Kepler-1962 b,Kepler-1962,7.99145985,0.108,nan,nan,nan,5700.0,1.01,1.0
Kepler-625 b,Kepler-625,7.75192492,0.178,nan,nan,nan,5789.0,0.96,1.04
Kepler-158 b,Kepler-158,16.709184,0.189,nan,nan,nan,4623.0,0.62,nan
Kepler-626 b,Kepler-626,14.48585199,0.204,nan,nan,nan,5813.0,1.05,1.01
Kepler-1653 b,Kepler-1653,140.2524,0.194,nan,nan,284.0,4807.0,0.69,0.72
Kepler-627 b,Kepler-627,40.6994443,0.333,nan,nan,nan,6424.0,1.49,1.3
Kepler-1613 b,Kepler-1613,1.5184299,0.186,nan,nan,nan,6005.0,1.12,1.08
Kepler-1614 b,Kepler-1614,3.9466141,0.133,nan,nan,nan,5121.0,0.76,0.79
Kepler-1615 b,Kepler-1615,47.3126192,0.184,nan,nan,nan,5865.0,1.05,1.04
Kepler-690 b,Kepler-690,7.74809437,0.531,nan,nan,nan,5913.0,1.16,1.11
Kepler-236 c,Kepler-236,23.968127,0.178,nan,nan,nan,3750.0,0.51,nan
Kepler-1616 b,Kepler-1616,6.76284377,0.091,nan,nan,nan,6266.0,1.34,1.21
Kepler-79 c,Kepler-79,27.4029,0.332,0.019,0.03,nan,6174.0,1.3,1.17
Kepler-168 c,Kepler-168,13.193242,0.24,nan,nan,nan,6282.0,1.11,nan
Kepler-1656 b,Kepler-1656,31.562,nan,0.15,0.838,nan,nan,1.1,1.03
Kepler-1963 b,Kepler-1963,1.96226001,0.066,nan,nan,nan,5726.0,0.98,0.92
Kepler-1617 b,Kepler-1617,27.4785572,0.107,nan,nan,nan,6167.0,1.22,1.15
Kepler-629 b,Kepler-629,7.2385854,0.123,nan,nan,nan,5444.0,0.84,0.93
Kepler-441 b,Kepler-441,207.2482,0.15,nan,0.1,nan,4340.0,0.55,0.57
Kepler-1911 b,Kepler-1911,5.9907999,0.09,nan,nan,nan,5721.0,0.97,0.95
Kepler-1964 b,Kepler-1964,2.44082999,0.159,nan,nan,nan,4803.0,0.7,0.75
Kepler-621 b,Kepler-621,2.62811375,0.205,nan,nan,nan,4521.0,0.68,0.72
Kepler-1618 b,Kepler-1618,6.10826019,0.112,nan,nan,nan,6620.0,1.65,1.41
Kepler-1972 b,Kepler-1972,7.54425,0.072,0.00636,0.067,nan,5818.0,1.38,1.12
Kepler-630 b,Kepler-630,161.4743937,0.284,nan,nan,nan,5829.0,1.04,1.02
Kepler-579 b,Kepler-579,9.66857723,0.178,nan,nan,nan,5636.0,0.96,0.99
Kepler-1965 b,Kepler-1965,41.86869812,0.121,nan,nan,nan,5852.0,0.84,0.93
Kepler-1966 b,Kepler-1966,8.61742973,0.099,nan,nan,nan,5009.0,0.84,0.8
Kepler-80 b,Kepler-80,7.05246,0.238,0.0218,nan,nan,4540.0,0.68,0.73
Kepler-691 b,Kepler-691,8.114379,0.186,nan,nan,nan,3715.0,0.5,0.53
Kepler-117 b,Kepler-117,18.7959228,0.719,0.094,0.0493,984.0,6150.0,1.61,1.13
Kepler-1619 b,Kepler-1619,23.6225913,0.068,nan,nan,nan,5852.0,1.0,1.0
Kepler-1620 b,Kepler-1620,101.951829,0.144,nan,nan,nan,6157.0,1.23,1.15
Kepler-1967 b,Kepler-1967,7.28169012,0.065,nan,nan,nan,4970.0,1.81,1.0
Kepler-1968 b,Kepler-1968,7.2810998,0.134,nan,nan,nan,5008.0,0.79,0.84
Kepler-442 b,Kepler-442,112.3053,0.12,nan,0.04,nan,4402.0,0.6,0.61
Kepler-1725 b,Kepler-1725,16.71990013,0.251,nan,nan,nan,6020.0,1.08,1.05
Kepler-443 b,Kepler-443,177.6693,0.21,nan,0.11,nan,4723.0,0.71,0.74
Kepler-1621 b,Kepler-1621,92.263714,0.193,nan,nan,nan,6158.0,1.24,1.15
Kepler-1969 b,Kepler-1969,6.64752007,0.15,nan,nan,nan,6046.0,1.01,1.11
Kepler-692 b,Kepler-692,21.81293494,0.277,nan,nan,nan,5440.0,0.86,0.9
Kepler-1622 b,Kepler-1622,10.8118737,0.131,nan,nan,nan,6436.0,1.5,1.31
Kepler-1705 b,Kepler-1705,9.03502,0.181,0.01406,0.033,nan,6312.0,1.26,1.14
KOI-4777.01,KOI-4777,0.412,0.045,0.31212,0.0,1180.0,3515.0,0.4,0.41
Kepler-10 c,Kepler-10,45.294301,0.21,0.03587,0.13,578.0,5708.0,1.06,0.91
Kepler-1623 b,Kepler-1623,4.36128348,0.117,nan,nan,nan,5772.0,1.0,1.0
Kepler-199 b,Kepler-199,23.637604,0.277,nan,nan,nan,5644.0,0.97,nan
Kepler-631 b,Kepler-631,17.97979059,0.259,nan,nan,nan,6185.0,1.33,1.24
Kepler-632 b,Kepler-632,30.99660733,0.197,nan,nan,nan,5322.0,0.84,0.91
Kepler-1988 b,Kepler-1988,11.49500229,0.136,nan,0.0,1105.0,6033.0,1.79,1.13
Kepler-693 b,Kepler-693,15.37563332,0.908,nan,nan,nan,4881.0,0.72,0.76
KOI-94 e,KOI-94,54.32031,0.585,0.11,0.019,584.0,6182.0,1.52,1.28
Kepler-237 c,Kepler-237,8.103636,0.186,nan,nan,nan,4861.0,0.72,nan
Kepler-1442 b,Kepler-1442,81.4162941,0.351,nan,nan,nan,6394.0,1.44,1.34
Kepler-694 b,Kepler-694,6.36584161,0.25,nan,nan,nan,5700.0,0.95,0.97
Kepler-1912 b,Kepler-1912,6.05921984,0.121,nan,nan,nan,5734.0,0.96,0.98
Kepler-450 d,Kepler-450,7.51464,0.075,nan,0.14,nan,6197.21,1.64,1.19
Kepler-1443 b,Kepler-1443,2.41811321,0.087,nan,nan,nan,6289.0,1.27,1.19
Kepler-1444 b,Kepler-1444,33.42035034,0.194,nan,nan,nan,5810.0,1.05,1.03
Kepler-1445 b,Kepler-1445,10.60052251,0.086,nan,nan,nan,6150.0,1.26,1.13
Kepler-1446 b,Kepler-1446,0.68996783,0.073,nan,nan,nan,4865.0,0.75,0.81
Kepler-437 b,Kepler-437,66.65062,0.19,nan,0.02,nan,4551.0,0.68,0.71
Kepler-271 d,Kepler-271,5.24972541,0.059,nan,nan,nan,5555.0,0.87,0.9
Kepler-1447 b,Kepler-1447,56.6747285,0.259,nan,nan,nan,5722.0,0.95,0.97
Kepler-1448 b,Kepler-1448,12.27065865,0.144,nan,nan,nan,5774.0,0.93,0.95
Kepler-1449 b,Kepler-1449,13.2274528,0.15,nan,nan,nan,5979.0,1.1,1.08
Kepler-580 b,Kepler-580,8.22241966,0.229,nan,nan,nan,4298.0,0.64,0.67
Kepler-1450 b,Kepler-1450,54.5094166,0.153,nan,nan,nan,4524.0,0.68,0.71
Kepler-1913 b,Kepler-1913,14.1960001,0.135,nan,nan,nan,6214.0,1.08,1.17
Kepler-1986 b,Kepler-1986,19.5489666,0.169,nan,0.0,579.0,5549.0,0.73,0.78
Kepler-79 b,Kepler-79,13.4845,0.31,0.0343,0.015,nan,6174.0,1.3,1.17
Kepler-150 c,Kepler-150,7.381998,0.329,nan,nan,nan,5560.0,0.94,nan
Kepler-1451 b,Kepler-1451,35.622233,0.299,nan,nan,nan,5782.0,0.99,1.0
Kepler-1452 b,Kepler-1452,42.913751,0.241,nan,nan,nan,6101.0,2.06,1.41
Kepler-1914 b,Kepler-1914,30.82789993,0.263,nan,nan,nan,5982.0,0.96,1.05
Kepler-1453 b,Kepler-1453,47.1611696,0.238,nan,nan,nan,5665.0,0.94,0.97
Kepler-1455 b,Kepler-1455,49.276764,0.193,nan,nan,nan,4075.0,0.6,0.62
Kepler-438 b,Kepler-438,35.23319,0.1,nan,0.03,nan,3748.0,0.52,0.54
Kepler-1456 b,Kepler-1456,18.1373829,0.102,nan,nan,nan,4231.0,0.62,0.64
Kepler-1457 b,Kepler-1457,51.1110243,0.178,nan,nan,nan,5866.0,1.01,1.01
Kepler-1458 b,Kepler-1458,47.9872764,0.246,nan,nan,nan,5653.0,0.94,0.96
Kepler-53 b,Kepler-53,18.6489525,0.258,0.34925,nan,nan,5858.0,0.89,0.98
Kepler-1459 b,Kepler-1459,62.8691611,0.121,nan,nan,nan,4828.0,0.74,0.78
Kepler-1460 b,Kepler-1460,29.9633247,0.175,nan,nan,nan,4422.0,0.67,0.7
Kepler-274 b,Kepler-274,11.634788,0.137,nan,nan,nan,6023.0,1.01,nan
Kepler-428 b,Kepler-428,3.52563254,1.08,1.27,0.22,1070.0,5150.0,0.8,0.87
Kepler-1461 b,Kepler-1461,29.3494775,0.181,nan,nan,nan,4919.0,0.74,0.79
Kepler-1462 b,Kepler-1462,65.6488341,0.341,nan,nan,nan,5756.0,1.0,1.0
Kepler-1463 b,Kepler-1463,25.15864,0.166,nan,nan,nan,5679.0,0.95,0.96
Kepler-1464 b,Kepler-1464,31.7785901,0.148,nan,nan,nan,5828.0,1.01,1.02
Kepler-274 c,Kepler-274,33.197861,0.164,nan,nan,nan,6023.0,1.01,nan
Kepler-1464 c,Kepler-1464,5.32786292,0.089,nan,nan,nan,5828.0,1.01,1.02
Kepler-1465 b,Kepler-1465,31.8277111,0.158,nan,nan,nan,4726.0,0.71,0.75
Kepler-1466 b,Kepler-1466,31.1750448,0.138,nan,nan,nan,5884.0,1.02,1.01
Kepler-1467 b,Kepler-1467,47.0569043,0.294,nan,nan,nan,5332.0,0.82,0.86
Kepler-1915 b,Kepler-1915,13.83539963,0.287,nan,nan,nan,6020.0,1.06,1.03
Kepler-1468 d,Kepler-1468,19.59059906,0.297,nan,nan,nan,5794.0,1.5,1.07
Kepler-1468 b,Kepler-1468,8.23984869,0.154,nan,nan,nan,5893.0,1.05,1.04
Kepler-1468 c,Kepler-1468,3.54553021,0.103,nan,nan,nan,5893.0,1.05,1.04
Kepler-1469 b,Kepler-1469,21.8635301,0.25,nan,nan,nan,5507.0,0.89,0.92
Kepler-633 b,Kepler-633,8.50340718,0.145,nan,nan,nan,5899.0,1.15,1.02
Kepler-296 f,Kepler-296,63.33627,0.161,nan,0.33,nan,3740.0,0.48,0.5
Kepler-1470 b,Kepler-1470,16.2950903,0.095,nan,nan,nan,4961.0,0.76,0.8
Kepler-1916 b,Kepler-1916,31.25429916,0.234,nan,nan,nan,6246.0,1.09,1.18
Kepler-132 e,Kepler-132,110.2869374,0.105,nan,nan,nan,6023.0,1.1,1.03
Kepler-880 c,Kepler-880,11.8061737,0.256,nan,0.0,1407.0,6900.0,2.6,1.71
Kepler-1471 c,Kepler-1471,11.6044881,0.168,nan,0.0,841.0,5533.0,1.17,0.93
Kepler-1471 b,Kepler-1471,3.63899398,0.126,nan,nan,nan,5660.0,0.93,0.95
Kepler-1472 b,Kepler-1472,38.1312831,0.17,nan,nan,nan,6159.0,1.25,1.16
