pl_name,hostname,pl_orbper,pl_radj,pl_bmassj,pl_orbeccen,pl_eqt,st_teff,st_rad,st_mass
Kepler-913 c,Kepler-913,5.93911982,0.344,nan,nan,nan,6068.0,1.8,1.29
Kepler-313 c,Kepler-313,32.273273,0.229,nan,nan,nan,5727.0,1.54,nan
Kepler-142 b,Kepler-142,2.024152,0.178,nan,nan,nan,5790.0,1.27,nan
Kepler-314 b,Kepler-314,2.461069,0.074,nan,nan,nan,5378.0,0.95,nan
Kepler-55 f,Kepler-55,10.198545,0.142,nan,nan,nan,4503.0,0.62,nan
Kepler-316 b,Kepler-316,2.240508,0.095,nan,nan,nan,4204.0,0.52,nan
Kepler-949 c,Kepler-949,20.99757968,0.265,nan,0.0,582.0,5211.0,0.9,0.82
Kepler-317 c,Kepler-317,8.77501,0.153,nan,nan,nan,5497.0,0.94,nan
Kepler-318 c,Kepler-318,11.815007,0.328,nan,nan,nan,5746.0,1.19,nan
Kepler-411 b,Kepler-411,3.005156,0.214,0.08055,0.146,1138.0,nan,0.82,0.87
Kepler-319 d,Kepler-319,31.781925,0.204,nan,nan,nan,5526.0,0.9,nan
Kepler-319 b,Kepler-319,4.362705,0.145,nan,nan,nan,5526.0,0.9,nan
Kepler-321 b,Kepler-321,4.915379,0.158,nan,nan,nan,5740.0,1.19,nan
Kepler-322 b,Kepler-322,1.653888,0.09,nan,nan,nan,5388.0,0.89,nan
Kepler-323 b,Kepler-323,1.678328,0.123,0.01227,0.095,1838.0,6004.0,1.12,1.01
Kepler-250 b,Kepler-250,4.148141,0.101,nan,nan,nan,5160.0,0.81,nan
Kepler-324 b,Kepler-324,4.385315,0.102,nan,nan,nan,5194.0,0.84,nan
KOI-1831 d,Kepler-324,34.169,0.101,0.00702,nan,475.0,5233.0,0.83,0.9
Kepler-324 e,Kepler-324,13.97939968,0.182,nan,nan,nan,5191.0,0.83,0.84
Kepler-325 c,Kepler-325,12.762172,0.227,nan,nan,nan,5752.0,1.0,nan
Kepler-325 d,Kepler-325,38.715185,0.249,nan,nan,nan,5752.0,1.0,nan
Kepler-326 b,Kepler-326,2.248329,0.136,nan,nan,nan,5105.0,0.8,nan
Kepler-326 d,Kepler-326,6.766888,0.108,nan,nan,nan,5105.0,0.8,nan
Kepler-975 c,Kepler-975,5.05821338,0.954,nan,0.0,1168.0,4883.0,1.67,0.95
Kepler-256 b,Kepler-256,1.620493,0.142,nan,nan,nan,5551.0,1.3,nan
Kepler-416 c,Kepler-416,12.209,nan,nan,nan,nan,nan,1.07,1.0
Kepler-416 d,Kepler-416,3.07644709,0.144,nan,0.0,1253.0,5670.0,1.02,0.95
Kepler-327 d,Kepler-327,13.969457,0.154,nan,nan,nan,3799.0,0.49,nan
Kepler-327 c,Kepler-327,5.212333,0.092,nan,nan,nan,3799.0,0.49,nan
Kepler-1996 b,Kepler-1996,32.376183,0.202,nan,0.0,392.0,4580.0,0.68,0.75
Kepler-329 b,Kepler-329,7.416397,0.125,nan,nan,nan,4257.0,0.52,nan
Kepler-11 f,Kepler-11,46.6888,0.222,0.006,0.013,nan,5663.0,1.06,0.96
Kepler-1001 c,Kepler-1001,9.18186,0.141,nan,nan,nan,5376.0,0.84,0.93
Kepler-330 b,Kepler-330,8.25978,0.12,nan,nan,nan,5117.0,0.72,nan
Kepler-331 c,Kepler-331,17.28111,0.164,nan,nan,nan,4347.0,0.49,nan
Kepler-256 e,Kepler-256,10.681572,0.21,nan,nan,nan,5551.0,1.3,nan
Kepler-331 d,Kepler-331,32.134328,0.146,nan,nan,nan,4347.0,0.49,nan
Kepler-333 c,Kepler-333,24.08821,0.099,nan,nan,nan,4259.0,0.53,nan
Kepler-334 b,Kepler-334,5.470319,0.1,nan,nan,nan,5828.0,1.07,nan
Kepler-334 d,Kepler-334,25.09849,0.126,nan,nan,nan,5828.0,1.07,nan
Kepler-336 c,Kepler-336,9.600001,0.187,nan,nan,nan,5867.0,1.3,nan
Kepler-138 d,Kepler-138,23.0923,0.135,0.00661,0.01,345.0,3841.0,0.54,0.54
Kepler-336 b,Kepler-336,2.024823,0.091,nan,nan,nan,5867.0,1.3,nan
Kepler-337 b,Kepler-337,3.292781,0.137,nan,nan,nan,5684.0,1.76,nan
Kepler-338 c,Kepler-338,24.310856,0.209,nan,nan,nan,5923.0,1.74,nan
Kepler-338 d,Kepler-338,44.431014,0.268,nan,nan,nan,5923.0,1.74,nan
Kepler-758 e,Kepler-758,8.1934719,0.136,nan,nan,nan,6228.0,1.42,1.16
Kepler-338 e,Kepler-338,9.341,0.139,0.027,nan,nan,nan,1.74,1.14
Kepler-339 d,Kepler-339,10.558345,0.104,nan,nan,nan,5631.0,0.8,nan
Kepler-339 c,Kepler-339,6.988055,0.103,nan,nan,nan,5631.0,0.8,nan
Kepler-341 d,Kepler-341,27.666313,0.165,nan,nan,nan,6012.0,1.02,nan
Kepler-341 b,Kepler-341,5.195528,0.105,nan,nan,nan,6012.0,1.02,nan
Kepler-341 e,Kepler-341,42.473269,0.178,nan,nan,nan,6012.0,1.02,nan
Kepler-342 d,Kepler-342,39.459357,0.222,nan,nan,nan,6175.0,1.47,nan
Kepler-35 b,Kepler-35,131.458,0.728,0.127,0.042,nan,5606.0,1.03,0.89
Kepler-461 b,Kepler-461,8.31378306,0.23,nan,nan,nan,5634.0,0.91,0.98
Kepler-38 b,Kepler-38,105.599,0.384,0.384,0.032,475.0,5623.0,1.75,0.94
Kepler-230 c,Kepler-230,91.773242,0.182,nan,nan,nan,5588.0,0.82,nan
Kepler-233 c,Kepler-233,60.418955,0.242,nan,nan,nan,5360.0,0.76,nan
Kepler-106 d,Kepler-106,23.9802,0.085,0.02549,nan,nan,5858.0,1.04,1.0
Kepler-238 f,Kepler-238,50.447,0.178,0.042,nan,nan,nan,0.96,1.06
Kepler-27 d,Kepler-27,6.54628992,0.241,nan,nan,nan,5251.0,0.82,0.93
Kepler-81 d,Kepler-81,20.837846,0.108,nan,nan,nan,4500.0,0.59,nan
Kepler-722 c,Kepler-722,105.144749,0.252,nan,nan,nan,5863.0,1.05,1.03
Kepler-32 f,Kepler-32,0.74296,0.073,nan,nan,nan,3900.0,0.53,0.58
Kepler-262 b,Kepler-262,13.060855,0.121,nan,nan,nan,5841.0,0.88,nan
Kepler-263 c,Kepler-263,47.332773,0.22,nan,nan,nan,5265.0,0.79,nan
Kepler-265 e,Kepler-265,67.831024,0.231,nan,nan,nan,5835.0,1.1,nan
Kepler-265 d,Kepler-265,43.130617,0.222,nan,nan,nan,5835.0,1.1,nan
Kepler-763 c,Kepler-763,4.09667624,0.127,nan,0.0,938.0,4999.0,0.84,0.8
Kepler-763 b,Kepler-763,1.19655156,0.109,nan,nan,nan,5166.0,0.8,0.84
Kepler-24 e,Kepler-24,18.998355,0.248,nan,nan,nan,5897.0,1.29,nan
Kepler-22 b,Kepler-22,289.863876,0.187,0.02863,0.72,279.0,5596.0,0.87,0.86
Kepler-24 d,Kepler-24,4.244384,0.149,nan,nan,nan,5897.0,1.29,nan
Kepler-769 c,Kepler-769,15.9870174,0.16,nan,nan,nan,6186.0,1.28,1.19
Kepler-770 c,Kepler-770,1.47532231,0.107,nan,nan,nan,5598.0,0.92,0.94
Kepler-770 d,Kepler-770,4.15244722,0.125,nan,nan,nan,5598.0,0.92,0.94
Kepler-270 c,Kepler-270,25.262887,0.158,nan,nan,nan,6067.0,1.46,nan
Kepler-783 b,Kepler-783,4.29264638,0.07,nan,nan,nan,5521.0,0.89,0.93
Kepler-784 c,Kepler-784,17.157236,0.138,nan,0.0,844.0,5676.0,1.49,1.02
Kepler-79 e,Kepler-79,81.0659,0.311,0.013,0.012,nan,6174.0,1.3,1.17
Kepler-279 d,Kepler-279,54.414,0.277,0.118,nan,nan,nan,1.07,1.1
Kepler-281 d,Kepler-281,148.2720032,0.53,nan,nan,nan,5717.0,0.88,0.98
Kepler-282 b,Kepler-282,9.220524,0.09,nan,nan,nan,5602.0,0.9,nan
Kepler-282 c,Kepler-282,13.638723,0.107,nan,nan,nan,5602.0,0.9,nan
Kepler-283 c,Kepler-283,92.743711,0.162,nan,nan,nan,4351.0,0.57,nan
Kepler-286 e,Kepler-286,29.221289,0.158,nan,nan,nan,5580.0,0.86,nan
Kepler-288 d,Kepler-288,56.633742,0.238,nan,nan,nan,5918.0,1.09,nan
Kepler-58 d,Kepler-58,40.101371,0.262,nan,nan,nan,6099.0,1.13,nan
Kepler-58 e,Kepler-58,4.45814897,0.144,nan,0.0,1212.0,6100.0,1.08,1.02
Kepler-290 d,Kepler-290,0.76401755,0.077,nan,0.0,1589.0,5142.0,0.76,0.84
Kepler-295 c,Kepler-295,21.526258,0.104,nan,nan,nan,5603.0,0.9,nan
Kepler-101 b,Kepler-101,3.4876812,0.51,0.16,0.086,1513.0,5667.0,1.56,1.17
Kepler-295 d,Kepler-295,33.884054,0.121,nan,nan,nan,5603.0,0.9,nan
Kepler-299 e,Kepler-299,38.285489,0.167,nan,nan,nan,5617.0,1.03,nan
Kepler-1669 d,Kepler-1669,4.72941177,0.109,nan,0.0,669.0,4224.0,0.6,0.61
Kepler-69 c,Kepler-69,242.4613,0.153,nan,0.14,299.0,5638.0,0.93,0.81
Kepler-864 c,Kepler-864,2.42150341,0.145,nan,0.0,1532.0,6213.0,1.2,1.27
Kepler-865 c,Kepler-865,6.20920207,0.079,nan,0.0,914.0,5440.0,0.89,0.78
Kepler-887 c,Kepler-887,7.63846023,0.101,nan,nan,nan,6194.0,1.29,1.19
KIC 9663113 b,KIC 9663113,572.3847,0.41,nan,nan,nan,6065.0,1.03,0.98
Kepler-87 c,Kepler-87,191.2318,0.548,0.02,0.039,403.0,5600.0,1.82,1.1
Kepler-896 b,Kepler-896,144.547396,0.226,nan,nan,nan,5262.0,0.81,0.84
Kepler-308 c,Kepler-308,15.38231,0.193,nan,nan,nan,5895.0,0.94,nan
Kepler-495 c,Kepler-495,5.89660978,0.109,nan,nan,nan,5392.0,1.09,0.89
Kepler-501 c,Kepler-501,3.62276006,0.15,nan,nan,nan,5794.0,1.22,1.03
Kepler-124 d,Kepler-124,30.950851,0.099,nan,nan,nan,4984.0,0.64,nan
Kepler-124 b,Kepler-124,3.410493,0.065,nan,nan,nan,4984.0,0.64,nan
Kepler-2000 c,Kepler-2000,20.6180348,0.14,nan,0.0,359.0,3757.0,0.58,0.58
Kepler-396 b,Kepler-396,42.994,0.312,0.238,nan,nan,nan,1.06,0.85
Kepler-1311 b,Kepler-1311,11.1726994,0.111,nan,nan,nan,5748.0,1.4,1.05
Kepler-1311 c,Kepler-1311,2.53573424,0.109,nan,nan,nan,5748.0,1.4,1.05
Kepler-1312 c,Kepler-1312,1.11611998,0.092,nan,nan,nan,5721.0,0.91,0.98
Kepler-397 b,Kepler-397,22.250949,0.219,nan,nan,nan,5307.0,0.77,nan
Kepler-1869 b,Kepler-1869,8.16736031,0.1,nan,nan,nan,5808.0,0.9,0.99
Kepler-398 c,Kepler-398,11.419412,0.09,nan,nan,nan,4493.0,0.61,nan
Kepler-398 d,Kepler-398,6.83437001,0.079,nan,nan,nan,4557.0,0.67,0.72
Kepler-1315 c,Kepler-1315,6.56606007,0.165,nan,nan,nan,4818.0,0.86,0.81
Kepler-445 b,Kepler-445,2.984151,0.14,nan,0.0,nan,3157.0,0.21,0.18
Kepler-399 b,Kepler-399,14.425281,0.086,nan,nan,nan,5502.0,0.68,nan
Kepler-399 c,Kepler-399,26.67569,0.128,nan,nan,nan,5502.0,0.68,nan
Kepler-126 c,Kepler-126,21.869741,0.141,nan,nan,nan,6239.0,1.36,nan
Kepler-400 c,Kepler-400,17.340824,0.133,nan,nan,nan,5886.0,1.15,nan
Kepler-401 c,Kepler-401,47.318218,0.192,nan,nan,nan,6117.0,1.33,nan
Kepler-1321 c,Kepler-1321,2.22649109,0.214,nan,nan,nan,4094.0,0.53,0.54
Kepler-1321 d,Kepler-1321,5.72092009,0.234,nan,nan,nan,3640.0,0.5,0.51
Kepler-1322 c,Kepler-1322,6.45998001,0.192,nan,nan,nan,5704.0,0.8,0.9
Kepler-402 e,Kepler-402,11.242861,0.13,nan,nan,nan,6090.0,1.26,nan
Kepler-402 b,Kepler-402,4.028751,0.109,nan,nan,nan,6090.0,1.26,nan
Kepler-402 d,Kepler-402,8.921099,0.123,nan,nan,nan,6090.0,1.26,nan
Kepler-403 c,Kepler-403,54.280749,0.156,nan,nan,nan,6090.0,1.33,nan
Kepler-1336 c,Kepler-1336,5.77721211,0.153,nan,nan,nan,5512.0,1.3,0.94
Kepler-404 c,Kepler-404,14.751166,0.153,nan,nan,nan,5654.0,0.88,nan
Kepler-1365 c,Kepler-1365,4.77468005,0.071,nan,nan,nan,5770.0,1.05,1.0
Kepler-446 d,Kepler-446,5.148921,0.12,nan,0.0,nan,3359.0,0.24,0.22
Kepler-127 b,Kepler-127,14.435889,0.125,nan,nan,nan,6106.0,1.36,nan
Kepler-1370 c,Kepler-1370,7.44142113,0.113,nan,nan,nan,6202.0,1.29,1.19
Kepler-1371 c,Kepler-1371,2.00541269,0.057,nan,nan,nan,5361.0,0.83,0.87
Kepler-1693 c,Kepler-1693,5.36370993,0.087,nan,nan,nan,5553.0,1.1,0.94
Kepler-11 g,Kepler-11,118.3807,0.297,0.079,0.15,nan,5663.0,1.06,0.96
Kepler-1388 c,Kepler-1388,5.53608151,0.202,nan,nan,nan,4098.0,0.61,0.63
Kepler-1886 b,Kepler-1886,24.2758007,0.23,nan,nan,nan,5745.0,0.84,0.93
Kepler-1391 b,Kepler-1391,54.4092333,0.15,nan,nan,nan,5840.0,1.1,1.03
Kepler-1887 b,Kepler-1887,19.94750023,0.261,nan,nan,nan,5749.0,0.86,0.96
Kepler-1392 b,Kepler-1392,15.1410397,0.175,nan,nan,nan,5479.0,0.85,0.88
Kepler-1888 b,Kepler-1888,11.39169979,0.118,nan,nan,nan,5557.0,1.25,0.9
Kepler-1393 b,Kepler-1393,2.44357812,0.071,nan,nan,nan,5697.0,0.92,0.95
Kepler-1394 b,Kepler-1394,3.93766373,0.124,nan,nan,nan,6481.0,2.55,1.64
Kepler-1395 b,Kepler-1395,3.78470649,0.071,nan,nan,nan,6138.0,1.23,1.17
Kepler-1396 b,Kepler-1396,18.2206421,0.185,nan,nan,nan,6195.0,1.27,1.18
Kepler-1397 b,Kepler-1397,47.449955,0.153,nan,nan,nan,6026.0,1.12,1.09
Kepler-1889 b,Kepler-1889,37.30369949,0.263,nan,nan,nan,5646.0,0.82,0.86
Kepler-1890 b,Kepler-1890,4.82059002,0.077,nan,nan,nan,6046.0,1.4,1.02
Kepler-1398 b,Kepler-1398,2.78815679,0.08,nan,nan,nan,6126.0,1.18,1.13
Kepler-1398 c,Kepler-1398,4.13827595,0.092,nan,nan,nan,6126.0,1.18,1.13
Kepler-1399 b,Kepler-1399,1.63865306,0.112,nan,nan,nan,5735.0,0.96,0.97
Kepler-1400 b,Kepler-1400,9.06689421,0.145,nan,nan,nan,5044.0,0.78,0.83
Kepler-1891 b,Kepler-1891,4.02229023,0.136,nan,nan,nan,5516.0,0.83,0.87
Kepler-51 b,Kepler-51,45.154,0.633,0.007,0.04,543.0,6018.0,0.94,1.04
Kepler-1892 b,Kepler-1892,6.33123016,0.164,nan,nan,nan,5383.0,0.76,0.85
Kepler-1401 b,Kepler-1401,11.20066445,0.15,nan,nan,nan,5964.0,1.1,1.07
Kepler-1402 b,Kepler-1402,2.03387914,0.068,nan,nan,nan,5416.0,0.87,0.9
Kepler-1403 b,Kepler-1403,5.19492202,0.191,nan,nan,nan,6060.0,1.15,1.11
Kepler-1404 b,Kepler-1404,15.9314739,0.179,nan,nan,nan,5261.0,0.8,0.84
Kepler-27 c,Kepler-27,31.3309,0.437,13.8,nan,nan,5400.0,0.59,0.65
Kepler-1405 b,Kepler-1405,28.2274184,0.353,nan,nan,nan,5925.0,1.07,1.05
Kepler-1406 b,Kepler-1406,11.62905828,0.098,nan,nan,nan,5892.0,1.12,1.05
Kepler-1407 b,Kepler-1407,20.0711504,0.201,nan,nan,nan,6010.0,1.15,1.1
Kepler-1408 b,Kepler-1408,2.99793191,0.079,nan,nan,nan,6170.0,1.35,1.21
Kepler-209 c,Kepler-209,41.749882,0.277,nan,nan,nan,5513.0,0.94,nan
Kepler-1410 b,Kepler-1410,60.866168,0.159,nan,nan,nan,4092.0,0.6,0.63
Kepler-1411 b,Kepler-1411,86.1150888,0.252,nan,nan,nan,5664.0,0.92,0.95
Kepler-1412 b,Kepler-1412,3.6146051,0.074,nan,nan,nan,5880.0,1.27,1.06
Kepler-1893 b,Kepler-1893,4.17936993,0.152,nan,nan,nan,5633.0,1.16,0.97
Kepler-229 d,Kepler-229,41.194912,0.343,nan,nan,nan,5120.0,0.73,nan
Kepler-1894 b,Kepler-1894,2.76266003,0.107,nan,nan,nan,5772.0,0.9,1.0
Kepler-1894 c,Kepler-1894,5.05368985,0.108,nan,0.0,1007.0,5772.0,0.9,1.0
Kepler-1413 b,Kepler-1413,13.1829642,0.162,nan,nan,nan,5196.0,0.8,0.84
Kepler-1414 b,Kepler-1414,3.51576315,0.11,nan,nan,nan,4951.0,0.75,0.8
Kepler-130 d,Kepler-130,87.517905,0.146,nan,nan,nan,5884.0,1.13,nan
Kepler-1895 b,Kepler-1895,6.07029009,0.189,nan,nan,nan,5076.0,0.76,0.86
Kepler-30 b,Kepler-30,29.33434,0.348,0.036,0.042,nan,5498.0,0.95,0.99
Kepler-1415 b,Kepler-1415,0.63642408,0.115,nan,nan,nan,5267.0,0.84,0.89
Kepler-1416 b,Kepler-1416,1.49514952,0.079,nan,nan,nan,6019.0,1.15,1.09
Kepler-75 b,Kepler-75,8.8849116,1.05,10.1,0.57,767.0,5200.0,0.89,0.91
Kepler-1417 b,Kepler-1417,20.3505213,0.089,nan,nan,nan,5839.0,1.02,1.02
Kepler-1896 b,Kepler-1896,44.87020111,0.277,nan,nan,nan,6122.0,1.0,1.07
Kepler-131 c,Kepler-131,25.5169,0.075,0.026,nan,nan,5685.0,1.03,1.02
Kepler-1695 b,Kepler-1695,4.7329,0.1,nan,nan,nan,5473.19,0.99,0.96
Kepler-1418 b,Kepler-1418,22.4764425,0.148,nan,nan,nan,4770.0,0.72,0.77
Kepler-156 c,Kepler-156,15.906801,0.227,nan,nan,nan,5094.0,0.81,nan
Kepler-1992 b,Kepler-1992,15.6112238,0.081,nan,0.0,637.0,5383.0,0.84,0.87
Kepler-1419 b,Kepler-1419,42.5215895,0.255,nan,nan,nan,5796.0,1.01,1.01
Kepler-1420 b,Kepler-1420,6.69960006,0.114,nan,nan,nan,5187.0,0.79,0.82
Kepler-405 c,Kepler-405,29.726682,0.416,nan,nan,nan,5818.0,0.89,nan
Kepler-405 b,Kepler-405,10.613839,0.186,nan,nan,nan,5818.0,0.89,nan
Kepler-1421 b,Kepler-1421,6.9131112,0.083,nan,nan,nan,6335.0,1.42,1.25
Kepler-1983 b,Kepler-1983,7.32851947,0.208,nan,0.0,807.0,5135.0,0.87,0.81
Kepler-1422 b,Kepler-1422,18.6051942,0.18,nan,nan,nan,6194.0,1.23,1.15
Kepler-1897 b,Kepler-1897,24.22030067,0.251,nan,nan,nan,5165.0,0.76,0.86
Kepler-1423 b,Kepler-1423,23.955378,0.095,nan,nan,nan,4939.0,0.75,0.79
Kepler-1898 b,Kepler-1898,4.76562023,0.083,nan,nan,nan,5702.0,1.12,0.84
Kepler-1900 b,Kepler-1900,2.9862299,0.145,nan,nan,nan,6173.0,1.04,1.1
Kepler-1901 b,Kepler-1901,3.48412991,0.132,nan,nan,nan,5696.0,0.92,1.02
Kepler-1902 b,Kepler-1902,3.82222009,0.105,nan,nan,nan,3729.0,0.51,0.52
Kepler-1903 b,Kepler-1903,17.0678997,0.204,nan,nan,nan,6347.0,1.0,1.05
Kepler-1424 b,Kepler-1424,29.6091744,0.103,nan,nan,nan,5838.0,1.07,1.02
Kepler-1905 b,Kepler-1905,3.42392993,0.129,nan,nan,nan,5788.0,1.01,1.04
Kepler-431 d,Kepler-431,11.922,0.1,nan,nan,856.0,6004.0,1.09,1.07
Kepler-431 b,Kepler-431,6.803,0.068,nan,nan,1032.0,6004.0,1.09,1.07
Kepler-431 c,Kepler-431,8.703,0.06,nan,nan,951.0,6004.0,1.09,1.07
Kepler-92 c,Kepler-92,26.723,0.232,0.019,nan,nan,nan,1.7,1.21
Kepler-1426 b,Kepler-1426,14.2563227,0.139,nan,nan,nan,5831.0,1.02,1.02
Kepler-1427 b,Kepler-1427,0.96897238,0.098,nan,nan,nan,5793.0,1.01,1.01
Kepler-1906 b,Kepler-1906,7.36268997,0.248,nan,nan,nan,5868.0,0.89,0.99
Kepler-1428 b,Kepler-1428,10.67607169,0.146,nan,nan,nan,6184.0,1.36,1.28
Kepler-1429 b,Kepler-1429,4.48487493,0.115,nan,nan,nan,5902.0,1.07,1.05
Kepler-92 d,Kepler-92,49.3568,0.184,nan,0.07,nan,5904.34,1.82,1.07
Kepler-1430 b,Kepler-1430,2.46050993,0.105,nan,nan,nan,4796.0,0.72,0.77
Kepler-1431 b,Kepler-1431,5.86601526,0.131,nan,nan,nan,5806.0,1.03,1.03
Kepler-1432 b,Kepler-1432,23.9109011,0.198,nan,nan,nan,6031.0,1.13,1.09
Kepler-1433 b,Kepler-1433,4.13592271,0.139,nan,nan,nan,6097.0,1.19,1.14
Kepler-1434 b,Kepler-1434,8.05333618,0.099,nan,nan,nan,6291.0,2.04,1.47
Kepler-575 b,Kepler-575,9.37891944,0.213,nan,nan,nan,5710.0,0.95,0.97
Kepler-1435 b,Kepler-1435,4.45343281,0.077,nan,nan,nan,6356.0,1.32,1.21
Kepler-1436 b,Kepler-1436,9.705716,0.117,nan,nan,nan,5972.0,1.09,1.06
Kepler-1907 c,Kepler-1907,14.86390018,0.103,nan,nan,nan,5159.0,0.8,0.75
Kepler-1907 b,Kepler-1907,5.65245008,0.078,nan,nan,nan,5159.0,0.8,0.75
Kepler-1437 b,Kepler-1437,10.9295461,0.122,nan,nan,nan,5557.0,0.9,0.93
Kepler-1909 b,Kepler-1909,2.39160991,0.097,nan,nan,nan,4935.0,0.69,0.66
Kepler-1910 b,Kepler-1910,5.68876982,0.106,nan,nan,nan,4234.0,0.64,0.64
Kepler-1438 b,Kepler-1438,2.31942009,0.084,nan,nan,nan,5530.0,0.96,0.97
Kepler-1439 b,Kepler-1439,8.07392849,0.13,nan,nan,nan,3578.0,0.43,0.46
Kepler-1977 b,Kepler-1977,4.53702121,0.148,nan,0.0,798.0,4805.0,0.69,0.77
Kepler-1440 b,Kepler-1440,39.859484,0.112,nan,nan,nan,5698.0,0.96,0.98
Kepler-1441 b,Kepler-1441,39.4419839,0.117,nan,nan,nan,5802.0,1.0,1.0
Kepler-511 b,Kepler-511,296.637865,0.567,nan,nan,nan,5770.0,1.2,1.0
Kepler-134 c,Kepler-134,10.105785,0.112,nan,nan,nan,5983.0,1.18,nan
Kepler-135 c,Kepler-135,11.448708,0.103,nan,nan,nan,6090.0,1.27,nan
Kepler-139 d,Kepler-139,7.30569992,0.151,0.01466,0.0,nan,nan,nan,1.08
Kepler-406 c,Kepler-406,4.62332,0.076,0.009,nan,nan,5538.0,1.07,1.07
Kepler-140 c,Kepler-140,91.353282,0.161,nan,nan,nan,6077.0,1.29,nan
Kepler-524 c,Kepler-524,1.88897906,0.086,nan,nan,nan,6014.0,1.1,1.09
Kepler-683 b,Kepler-683,2.53918318,0.176,nan,nan,nan,5703.0,0.95,0.96
Kepler-1717 b,Kepler-1717,30.65279961,0.267,nan,nan,nan,6200.0,1.64,1.16
Kepler-534 c,Kepler-534,7.37868977,0.109,nan,nan,nan,5936.0,0.96,1.07
Kepler-149 c,Kepler-149,55.328328,0.144,nan,nan,nan,5381.0,0.95,nan
Kepler-150 b,Kepler-150,3.428054,0.112,nan,nan,nan,5560.0,0.94,nan
Kepler-549 c,Kepler-549,117.040498,0.261,nan,nan,nan,5360.0,0.84,0.88
Kepler-157 d,Kepler-157,7.02573474,0.13,nan,nan,nan,5866.0,1.03,1.02
Kepler-164 b,Kepler-164,5.03503,0.126,nan,nan,nan,5888.0,1.15,nan
Kepler-169 b,Kepler-169,3.250619,0.101,nan,nan,nan,4997.0,0.76,nan
Kepler-169 d,Kepler-169,8.348125,0.112,nan,nan,nan,4997.0,0.76,nan
Kepler-684 b,Kepler-684,6.77030201,0.3,nan,nan,nan,5493.0,0.86,0.89
Kepler-169 f,Kepler-169,87.090195,0.23,nan,nan,nan,4997.0,0.76,nan
Kepler-171 d,Kepler-171,39.595519,0.169,nan,nan,nan,5642.0,0.84,nan
Kepler-172 e,Kepler-172,35.118736,0.246,nan,nan,nan,5526.0,1.08,nan
Kepler-174 d,Kepler-174,247.35373,0.195,nan,nan,nan,4880.0,0.62,nan
Kepler-589 c,Kepler-589,3.52466011,0.1,nan,nan,nan,5372.0,0.92,0.83
Kepler-603 d,Kepler-603,6.2171292,0.118,nan,nan,nan,5808.0,1.01,1.01
Kepler-605 c,Kepler-605,2.35895152,0.077,nan,nan,nan,5462.0,0.88,0.91
Kepler-610 c,Kepler-610,151.86392,0.294,nan,nan,nan,5943.0,1.13,1.1
Kepler-191 b,Kepler-191,9.939632,0.12,nan,nan,nan,5282.0,0.79,nan
Kepler-192 d,Kepler-192,6.47027579,0.091,nan,nan,nan,5487.0,0.94,0.94
Kepler-117 c,Kepler-117,50.790391,1.101,1.84,0.0323,704.0,6150.0,1.61,1.13
Kepler-616 d,Kepler-616,51.06740189,0.237,nan,nan,nan,6004.0,0.98,1.06
Kepler-194 d,Kepler-194,52.814973,0.214,nan,nan,nan,6089.0,1.02,nan
Kepler-195 c,Kepler-195,34.096863,0.138,nan,nan,nan,5329.0,0.78,nan
Kepler-619 c,Kepler-619,1.20846503,0.151,nan,nan,nan,5980.0,1.11,1.09
Kepler-197 e,Kepler-197,25.209715,0.081,nan,nan,nan,6004.0,1.12,nan
Kepler-198 d,Kepler-198,1.31184443,0.136,nan,nan,nan,5636.0,0.93,0.97
Kepler-625 c,Kepler-625,4.1653651,0.094,nan,nan,nan,5789.0,0.96,1.04
Kepler-200 c,Kepler-200,10.222157,0.142,nan,nan,nan,5678.0,0.94,nan
Kepler-1990 c,Kepler-1990,4.06844957,0.087,nan,0.0,1170.0,5751.0,1.07,1.03
Kepler-208 d,Kepler-208,11.131786,0.107,nan,nan,nan,6092.0,1.31,nan
Kepler-215 e,Kepler-215,68.16101,0.156,nan,nan,nan,5739.0,1.03,nan
Kepler-217 c,Kepler-217,8.586004,0.165,nan,nan,nan,6171.0,1.8,nan
Kepler-217 d,Kepler-217,3.88689525,0.118,nan,nan,nan,6341.0,1.76,1.37
Kepler-653 c,Kepler-653,0.90037648,0.07,nan,nan,nan,5665.0,1.19,1.02
Kepler-220 d,Kepler-220,28.122397,0.087,nan,nan,nan,4632.0,0.67,nan
Kepler-220 e,Kepler-220,45.902733,0.119,nan,nan,nan,4632.0,0.67,nan
Kepler-220 b,Kepler-220,4.159807,0.072,nan,nan,nan,4632.0,0.67,nan
Kepler-656 c,Kepler-656,5.25449393,0.126,nan,0.0,975.0,5550.0,0.95,1.05
Kepler-62 c,Kepler-62,12.4417,0.048,0.013,nan,578.0,4925.0,0.64,0.69
Kepler-62 f,Kepler-62,267.291,0.126,0.11,nan,208.0,4925.0,0.64,0.69
Kepler-154 c,Kepler-154,62.303276,0.263,nan,nan,nan,5690.0,1.0,nan
Kepler-368 c,Kepler-368,72.379334,0.346,nan,nan,nan,5502.0,2.02,nan
Kepler-149 b,Kepler-149,29.198943,0.376,nan,nan,nan,5381.0,0.95,nan
Kepler-1541 b,Kepler-1541,8.40691199,0.103,nan,nan,nan,5282.0,0.81,0.86
