MAIN_ID,RA,DEC,RA_PREC,DEC_PREC,COO_ERR_MAJA,COO_ERR_MINA,COO_ERR_ANGLE,COO_QUAL,COO_WAVELENGTH,COO_BIBCODE,PLX_VALUE,PMRA,PMDEC,PM_ERR_MAJA,PM_ERR_MINA,PM_ERR_ANGLE,SP_TYPE,FLUX_V,SCRIPT_NUMBER_ID
NAME LP 791-18c,11 02 45.9546,-16 24 22.288,14,14,0.036,0.029,90,A,O,2020yCat.1350....0G,37.523,-221.291,-58.841,0.043,0.038,90,,,0
Kepler-132c,18 52 56.5641,+41 20 34.997,14,14,0.042,0.045,90,A,O,2020yCat.1350....0G,2.628,-21.100,-0.781,0.055,0.061,90,,,0
Kepler-282b,18 58 42.5471,+44 47 51.598,14,14,0.018,0.019,90,A,O,2020yCat.1350....0G,0.745,-6.523,-6.070,0.022,0.024,90,,,0
Kepler-560b,20 00 49.4707,+45 01 05.372,14,14,0.016,0.016,90,A,O,2020yCat.1350....0G,9.139,84.708,18.854,0.020,0.019,90,,,0
Kepler-149b,19 03 24.8908,+38 23 02.810,14,14,0.010,0.011,90,A,O,2020yCat.1350....0G,1.719,-1.927,-5.214,0.014,0.015,90,,,0
Kepler-1958b,19 16 25.0031,+41 41 24.499,14,14,0.019,0.022,90,A,O,2020yCat.1350....0G,0.790,-2.707,-5.805,0.024,0.027,90,,,0
Kepler-232b,19 43 15.8784,+51 07 18.195,14,14,0.021,0.020,90,A,O,2020yCat.1350....0G,0.727,0.943,0.921,0.027,0.025,90,,,0
HD  10180h,01 37 53.5772,-60 30 41.482,14,14,0.013,0.013,90,A,O,2020yCat.1350....0G,25.661,-14.303,8.058,0.017,0.016,90,,,0
TRAPPIST-1g,23 06 29.3684,-05 02 29.037,14,14,0.062,0.054,90,A,O,2020yCat.1350....0G,80.212,930.788,-479.038,0.087,0.070,90,,,0
Kepler-734b,19 48 10.9530,+46 01 38.578,14,14,0.013,0.014,90,A,O,2020yCat.1350....0G,0.851,-4.096,1.473,0.017,0.019,90,,,0
TOI-654.01,10 58 53.7891,-05 32 47.036,14,14,0.016,0.013,90,A,O,2020yCat.1350....0G,17.286,99.296,-266.053,0.022,0.017,90,,,0
WASP-138b,02 46 33.3866,-00 27 50.314,14,14,0.014,0.012,90,A,O,2020yCat.1350....0G,2.442,11.284,-34.629,0.017,0.014,90,,,0
Kepler-894b,19 14 56.1794,+46 56 21.787,14,14,0.021,0.021,90,A,O,2020yCat.1350....0G,0.852,-4.709,-5.198,0.029,0.028,90,,,0
TOI-1680b,19 29 15.2115,+65 58 27.727,14,14,0.017,0.016,90,A,O,2020yCat.1350....0G,26.886,56.490,-131.659,0.022,0.020,90,,,0
Kepler-552b,19 22 59.4496,+48 14 31.188,14,14,0.013,0.013,90,A,O,2020yCat.1350....0G,1.146,-2.567,-2.986,0.018,0.016,90,,,0
Kepler-1684b,19 36 01.2948,+46 18 38.408,14,14,0.023,0.023,90,A,O,2020yCat.1350....0G,1.601,3.668,-1.507,0.032,0.030,90,,,0
HATS-59b,11 21 17.8649,-22 23 17.452,14,14,0.014,0.013,90,A,O,2020yCat.1350....0G,1.571,-24.129,0.974,0.018,0.016,90,,,0
Kepler-880c,18 47 53.0921,+43 40 21.888,14,14,0.009,0.011,90,A,O,2020yCat.1350....0G,1.670,2.935,8.601,0.013,0.014,90,,,0
Kepler-195c,19 12 29.0212,+47 58 00.080,14,14,0.016,0.016,90,A,O,2020yCat.1350....0G,1.508,1.886,-17.405,0.021,0.021,90,,,0
NAME LP 791-18b,11 02 45.9546,-16 24 22.288,14,14,0.036,0.029,90,A,O,2020yCat.1350....0G,37.523,-221.291,-58.841,0.043,0.038,90,,,0
HD 159868c,17 38 59.5268,-43 08 43.842,14,14,0.018,0.016,90,A,O,2020yCat.1350....0G,17.875,-230.824,-167.903,0.023,0.015,90,,,0
HD 212771b,22 27 03.0720,-17 15 49.164,14,14,0.025,0.028,90,A,O,2020yCat.1350....0G,8.965,-85.892,-104.042,0.031,0.029,90,,,0
TOI-3629.01,23 59 10.1643,+39 18 51.304,14,14,0.011,0.010,90,A,O,2020yCat.1350....0G,7.667,185.707,1.010,0.012,0.012,90,,,0
K2-47b,11 14 19.8254,+02 46 50.522,14,14,0.017,0.022,90,A,O,2020yCat.1350....0G,2.826,-8.427,-32.372,0.022,0.022,90,,,0
NAME PM J03455+3706b,03 45 33.6408,+37 06 43.999,14,14,0.014,0.011,90,A,O,2020yCat.1350....0G,28.512,81.348,13.548,0.020,0.015,90,,,0
Kepler-15b,19 44 48.1365,+49 08 24.297,14,14,0.011,0.015,90,A,O,2020yCat.1350....0G,1.318,-2.755,-12.129,0.015,0.017,90,,,0
Kepler-374b,19 36 33.1030,+42 22 13.721,14,14,0.014,0.016,90,A,O,2020yCat.1350....0G,0.806,-6.412,-16.445,0.018,0.020,90,,,0
HD  50554b,06 54 42.8261,+24 14 44.005,14,14,0.021,0.020,90,A,O,2020yCat.1350....0G,32.185,-35.839,-96.668,0.026,0.022,90,,,0
Kepler-144b,18 47 39.7572,+42 46 31.843,14,14,0.009,0.009,90,A,O,2020yCat.1350....0G,2.522,-7.192,9.593,0.011,0.012,90,,,0
Kepler-1513c,19 19 09.9941,+39 17 06.928,14,14,0.011,0.012,90,A,O,2020yCat.1350....0G,2.845,20.439,1.745,0.015,0.015,90,,,0
Kepler-843b,19 45 17.2777,+48 58 17.223,14,14,0.021,0.025,90,A,O,2020yCat.1350....0G,0.815,-1.852,-3.211,0.027,0.030,90,,,0
BD-10    47b,00 19 05.5623,-09 57 53.468,14,14,0.016,0.011,90,A,O,2020yCat.1350....0G,49.476,-36.325,-301.491,0.022,0.013,90,,,0
[QWL2012] Pr0211c,08 42 11.4988,+19 16 37.237,14,14,0.016,0.009,90,A,O,2020yCat.1350....0G,5.439,-36.820,-12.384,0.019,0.014,90,,,0
Kepler-1987c,19 43 18.1226,+42 56 36.200,14,14,0.021,0.023,90,A,O,2020yCat.1350....0G,1.645,-7.619,-4.056,0.030,0.032,90,,,0
K2-58d,22 15 17.2365,-14 02 59.313,14,14,0.015,0.015,90,A,O,2020yCat.1350....0G,5.493,4.679,-11.111,0.019,0.016,90,,,0
Kepler-210b,19 30 00.8101,+43 04 59.363,14,14,0.010,0.011,90,A,O,2020yCat.1350....0G,4.291,7.475,14.473,0.015,0.014,90,,,0
Kepler-896b,18 49 45.3985,+43 44 04.082,14,14,0.020,0.021,90,A,O,2020yCat.1350....0G,0.391,-3.423,-8.912,0.025,0.025,90,,,0
K2-166c,12 20 45.1914,+02 16 56.791,14,14,0.014,0.011,90,A,O,2020yCat.1350....0G,2.069,-47.424,-14.716,0.020,0.014,90,,,0
Kepler-394d,19 45 12.4696,+50 40 20.377,14,14,0.016,0.016,90,A,O,2020yCat.1350....0G,0.947,3.313,-3.608,0.022,0.021,90,,,0
HD 116029c,13 20 39.5420,+24 38 55.310,14,14,0.017,0.012,90,A,O,2020yCat.1350....0G,8.120,-14.322,-52.252,0.025,0.017,90,,,0
K2-381d,19 12 06.4612,-21 00 27.507,14,14,0.014,0.013,90,A,O,2020yCat.1350....0G,6.851,-34.823,14.368,0.015,0.014,90,,,0
HD  34445g,05 17 40.9803,+07 21 12.053,14,14,0.018,0.014,90,A,O,2020yCat.1350....0G,21.837,-0.725,-146.886,0.023,0.015,90,,,0
*  70 Vir b,13 28 25.8085,+13 46 43.638,14,14,0.051,0.035,90,A,O,2020yCat.1350....0G,55.251,-235.951,-575.969,0.075,0.032,90,,,0
K2-395c,04 41 46.5260,+16 40 27.990,14,14,0.017,0.008,90,A,O,2020yCat.1350....0G,3.451,2.181,-23.292,0.026,0.015,90,,,0
Kepler-1086b,19 41 00.2795,+45 50 34.686,14,14,0.023,0.023,90,A,O,2020yCat.1350....0G,2.129,3.604,-3.453,0.030,0.028,90,,,0
WASP-67b,19 42 58.5218,-19 56 58.521,14,14,0.011,0.009,90,A,O,2020yCat.1350....0G,5.272,1.647,-33.032,0.014,0.011,90,,,0
Kepler-1347b,19 58 38.3011,+40 50 37.876,14,14,0.628,0.670,90,C,O,2020yCat.1350....0G,,2.500,-0.900,2.300,2.600,90,,,0
HD  73583c,08 38 45.2603,-13 15 24.092,14,14,0.011,0.009,90,A,O,2020yCat.1350....0G,31.657,-63.831,38.482,0.017,0.013,90,,,0
Kepler-83c,18 48 55.8020,+43 39 56.249,14,14,0.023,0.025,90,A,O,2020yCat.1350....0G,2.516,1.897,-13.634,0.029,0.032,90,,,0
BD+36   344b,01 54 38.4963,+37 00 18.446,14,14,0.024,0.017,90,A,O,2020yCat.1350....0G,7.099,-15.987,-19.173,0.022,0.023,90,,,0
Kepler-1409b,19 20 20.3423,+51 12 30.988,14,14,0.016,0.018,90,A,O,2020yCat.1350....0G,1.428,-3.030,1.501,0.022,0.023,90,,,0
HD  37124d,05 37 02.4866,+20 43 50.832,14,14,0.021,0.015,90,A,O,2020yCat.1350....0G,31.609,-79.554,-420.042,0.026,0.016,90,,,0
Kepler-83b,18 48 55.8020,+43 39 56.249,14,14,0.023,0.025,90,A,O,2020yCat.1350....0G,2.516,1.897,-13.634,0.029,0.032,90,,,0
HD 190622c,20 08 27.3988,-54 19 02.756,14,14,0.012,0.011,90,A,O,2020yCat.1350....0G,11.230,1.640,-16.055,0.016,0.015,90,,,0
Kepler-348b,19 49 01.2090,+40 32 54.082,14,14,0.008,0.009,90,A,O,2020yCat.1350....0G,1.719,7.719,7.406,0.011,0.013,90,,,0
Kepler-150c,19 12 56.1835,+40 31 15.208,14,14,0.016,0.018,90,A,O,2020yCat.1350....0G,1.103,0.787,1.346,0.022,0.022,90,,,0
Kepler-92b,19 16 20.6546,+41 33 46.654,14,14,0.010,0.010,90,A,O,2020yCat.1350....0G,2.078,-0.086,14.596,0.013,0.013,90,,,0
NAME MOA 2013-BLG-260Bb,17 52 07.49,-29 50 46.0,6,6,,,0,D,,2014Sci...345...46G,,,,,,0,,,0
Kepler-1829b,19 14 39.4908,+51 29 54.376,14,14,0.016,0.017,90,A,O,2020yCat.1350....0G,1.439,-8.842,-13.519,0.021,0.021,90,,,0
Kepler-753b,19 27 36.7870,+37 54 08.246,14,14,0.014,0.015,90,A,O,2020yCat.1350....0G,3.660,-7.000,17.885,0.018,0.021,90,,,0
Kepler-1368b,19 39 04.0749,+41 38 40.775,14,14,0.027,0.030,90,A,O,2020yCat.1350....0G,0.615,0.097,-3.836,0.033,0.036,90,,,0
NAME OGLE-TR-113b,10 52 24.2810,-61 26 48.845,14,14,0.020,0.023,90,A,O,2020yCat.1350....0G,1.690,-15.049,9.864,0.024,0.027,90,,,0
* bet Gem b,07 45 18.9498,+28 01 34.316,9,9,2.640,1.580,63,A,O,2007A&A...474..653V,96.540,-626.550,-45.800,0.300,0.180,0,,,0
HD 145457b,16 10 03.9144,+26 44 33.893,14,14,0.008,0.011,90,A,O,2020yCat.1350....0G,7.387,-18.354,36.856,0.011,0.015,90,,,0
Kepler-817b,19 44 19.6487,+39 09 41.852,14,14,0.019,0.023,90,A,O,2020yCat.1350....0G,0.677,-3.632,-2.704,0.026,0.031,90,,,0
K2-190c,13 41 27.2529,-13 09 39.312,14,14,0.016,0.015,90,A,O,2020yCat.1350....0G,6.173,-114.306,11.995,0.023,0.016,90,,,0
EPIC 212040382.01,09 04 40.7937,+20 55 53.229,14,14,0.013,0.009,90,A,O,2020yCat.1350....0G,1.116,-15.942,-1.134,0.016,0.011,90,,,0
Kepler-871b,19 38 06.5022,+43 22 05.358,14,14,0.022,0.025,90,A,O,2020yCat.1350....0G,0.514,-4.989,-5.463,0.028,0.034,90,,,0
HD  31253b,04 54 43.6537,+12 21 07.899,14,14,0.019,0.008,90,A,O,2020yCat.1350....0G,17.116,90.128,-42.736,0.023,0.018,90,,,0
Kepler-691b,19 15 14.8774,+40 02 00.201,14,14,0.024,0.031,90,A,O,2020yCat.1350....0G,3.561,-45.861,-36.735,0.031,0.035,90,,,0
BD-12  4523b,16 30 18.0583,-12 39 45.321,14,14,0.024,0.012,90,A,O,2020yCat.1350....0G,232.139,-94.210,-1183.917,0.031,0.021,90,,,0
NAME WT 1825c,10 40 15.9529,-08 30 38.608,14,14,0.021,0.021,90,A,O,2020yCat.1350....0G,15.639,-141.994,-83.131,0.030,0.029,90,,,0
Kepler-1470b,19 14 46.8081,+39 52 59.501,14,14,0.015,0.019,90,A,O,2020yCat.1350....0G,1.677,-15.432,-26.657,0.020,0.023,90,,,0
HD 125390b,14 18 09.3180,+38 58 01.132,14,14,0.012,0.015,90,A,O,2020yCat.1350....0G,6.425,-14.243,-15.823,0.014,0.018,90,,,0
CoRoT-21b,06 44 12.6302,-00 17 56.987,14,14,0.106,0.116,90,A,O,2018yCat.1345....0G,0.715,-1.226,2.001,0.196,0.169,90,,,0
Kepler-532b,19 54 38.6252,+48 36 22.919,14,14,0.011,0.011,90,A,O,2020yCat.1350....0G,3.193,-4.455,-14.919,0.014,0.015,90,,,0
HD 217786b,23 03 08.2057,-00 25 46.666,14,14,0.091,0.071,90,A,O,2020yCat.1350....0G,18.194,-88.682,-169.490,0.100,0.087,90,,,0
K2-150b,01 13 22.6053,+08 59 15.155,14,14,0.026,0.021,90,A,O,2020yCat.1350....0G,9.710,46.263,-25.650,0.043,0.031,90,,,0
Kepler-181c,19 44 36.3295,+50 05 44.965,14,14,0.015,0.015,90,A,O,2020yCat.1350....0G,1.638,-13.395,-9.989,0.019,0.019,90,,,0
WASP-46b,21 14 56.8598,-55 52 18.458,14,14,0.010,0.009,90,A,O,2020yCat.1350....0G,2.688,12.521,-16.150,0.012,0.012,90,,,0
Kepler-1990b,19 58 49.1429,+44 26 08.706,14,14,0.009,0.010,90,A,O,2020yCat.1350....0G,2.517,-3.153,-10.480,0.010,0.010,90,,,0
NAME EWS 2012-BLG-0358b,17 42 46.7641,-24 15 39.605,14,14,0.114,0.090,90,A,O,2020yCat.1350....0G,0.344,-3.675,-6.077,0.132,0.092,90,,,0
HAT-P-15b,04 24 59.5350,+39 27 38.312,14,14,0.014,0.010,90,A,O,2020yCat.1350....0G,5.186,14.233,-9.407,0.021,0.015,90,,,0
Kepler-1372b,19 15 32.7898,+44 50 22.347,14,14,0.019,0.021,90,A,O,2020yCat.1350....0G,0.764,-5.764,-17.120,0.024,0.025,90,,,0
BD+65   902d,12 48 44.3726,+64 51 19.147,14,14,0.009,0.009,90,A,O,2020yCat.1350....0G,11.824,1.216,-10.045,0.013,0.013,90,,,0
Kepler-1931b,19 23 29.3478,+43 19 58.754,14,14,0.008,0.010,90,A,O,2020yCat.1350....0G,1.622,3.967,5.337,0.011,0.014,90,,,0
HAT-P-36b,12 33 03.9061,+44 54 55.196,14,14,0.007,0.008,90,A,O,2020yCat.1350....0G,3.405,-11.622,8.138,0.008,0.010,90,,,0
TOI-2338b,05 25 22.6519,-34 40 05.974,14,14,0.008,0.008,90,A,O,2020yCat.1350....0G,3.259,38.061,17.948,0.010,0.011,90,,,0
HD 103774b,11 56 55.5896,-12 06 28.473,14,14,0.018,0.016,90,A,O,2020yCat.1350....0G,17.799,-125.077,-19.950,0.023,0.017,90,,,0
* q01 Eri b,01 42 29.3145,-53 44 26.991,14,14,0.030,0.037,90,A,O,2020yCat.1350....0G,57.641,166.041,-105.496,0.034,0.046,90,,,0
CD-24 12581b,16 10 17.6976,-24 59 25.260,14,14,0.014,0.008,90,A,O,2020yCat.1350....0G,5.827,-59.891,-58.702,0.021,0.014,90,,,0
HD  69123b,08 14 13.2562,-35 29 24.067,14,14,0.019,0.024,90,A,O,2020yCat.1350....0G,13.299,-46.187,21.878,0.028,0.035,90,,,0
BD+36  2955b,17 50 33.7175,+36 34 12.805,14,14,0.009,0.011,90,A,O,2020yCat.1350....0G,2.720,0.154,-11.054,0.012,0.014,90,,,0
NAME EWS 2012-BLG-0026b,17 34 18.7004,-27 08 33.867,14,14,1.014,0.748,90,A,O,2020yCat.1350....0G,1.577,-2.848,-5.213,1.392,0.897,90,,,0
HD 213472b,22 30 49.9737,+40 43 19.400,14,14,0.011,0.014,90,A,O,2020yCat.1350....0G,15.507,-215.990,39.936,0.012,0.017,90,,,0
TOI-3807b,09 16 27.0174,+69 04 26.881,14,14,0.007,0.008,90,A,O,2020yCat.1350....0G,2.357,-0.654,-1.238,0.009,0.010,90,,,0
Kepler-1628b,18 46 32.0864,+43 24 41.596,14,14,0.928,1.172,90,C,O,2018yCat.1345....0G,,,,,,0,,,0
NAME V830 Tau b,04 33 10.0300,+24 33 43.255,14,14,0.015,0.009,90,A,O,2020yCat.1350....0G,7.670,7.171,-21.197,0.022,0.017,90,K7.5,,0
HAT-P-50b,07 52 15.2179,+12 08 21.840,14,14,0.038,0.022,90,A,O,2020yCat.1350....0G,2.038,6.764,-12.239,0.041,0.024,90,,,0
Kepler-1774b,19 14 17.8679,+40 59 19.253,14,14,0.010,0.011,90,A,O,2020yCat.1350....0G,1.218,-8.882,-17.339,0.013,0.014,90,,,0
Kepler-351b,19 05 48.6587,+42 39 28.319,14,14,0.028,0.027,90,A,O,2020yCat.1350....0G,0.867,8.539,-18.005,0.038,0.034,90,,,0
Kepler-1709b,18 53 29.9567,+43 47 17.672,14,14,0.010,0.010,90,A,O,2020yCat.1350....0G,3.623,11.345,29.838,0.013,0.014,90,,,0
Kepler-1458b,18 52 50.7845,+41 02 17.011,14,14,0.011,0.011,90,A,O,2020yCat.1350....0G,1.814,-0.939,-10.515,0.015,0.014,90,,,0
Kepler-1236b,19 42 29.9333,+42 32 45.169,14,14,0.025,0.025,90,A,O,2020yCat.1350....0G,0.955,2.621,-1.515,0.035,0.032,90,,,0
HD  62549b,07 44 19.7458,-05 03 17.802,14,14,0.018,0.015,90,A,O,2020yCat.1350....0G,20.290,-30.188,191.102,0.022,0.018,90,,,0
HD 219134d,23 13 16.9749,+57 10 06.083,14,14,0.037,0.036,90,A,O,2020yCat.1350....0G,152.864,2074.414,294.452,0.050,0.043,90,,,0
HD 177565b,19 06 52.4643,-37 48 38.373,14,14,0.032,0.032,90,A,O,2020yCat.1350....0G,58.986,-187.700,-367.009,0.040,0.034,90,,,0
Kepler-1319b,19 23 49.4627,+49 21 58.530,14,14,0.014,0.016,90,A,O,2020yCat.1350....0G,9.601,53.155,124.233,0.020,0.022,90,,,0
Kepler-561c,19 34 59.3005,+45 06 25.941,14,14,0.014,0.015,90,A,O,2020yCat.1350....0G,1.572,4.110,-1.830,0.018,0.020,90,,,0
NGTS-4b,05 58 23.7549,-30 48 42.363,14,14,0.010,0.011,90,A,O,2020yCat.1350....0G,3.591,-16.830,-7.346,0.013,0.013,90,,,0
Kepler-619d,19 23 23.7817,+48 24 57.646,14,14,0.014,0.015,90,A,O,2020yCat.1350....0G,1.083,-0.091,-8.082,0.019,0.020,90,,,0
Kepler-351d,19 05 48.6587,+42 39 28.319,14,14,0.028,0.027,90,A,O,2020yCat.1350....0G,0.867,8.539,-18.005,0.038,0.034,90,,,0
Kepler-80b,19 44 27.0200,+39 58 43.594,14,14,0.015,0.018,90,A,O,2020yCat.1350....0G,2.667,-1.373,-7.207,0.020,0.024,90,,,0
HATS-6b,05 52 35.2366,-19 01 53.970,14,14,0.010,0.013,90,A,O,2020yCat.1350....0G,5.893,-2.568,7.371,0.015,0.018,90,,,0
Kepler-935b,19 40 05.2054,+46 37 09.093,14,14,0.015,0.016,90,A,O,2020yCat.1350....0G,2.067,4.796,1.986,0.020,0.022,90,,,0
HATS-48b,19 14 41.2746,-59 34 45.757,14,14,0.013,0.014,90,A,O,2020yCat.1350....0G,3.685,3.172,6.153,0.016,0.013,90,,,0
Kepler-403b,19 19 41.1509,+46 44 40.488,14,14,0.010,0.009,90,A,O,2020yCat.1350....0G,1.149,-5.852,-12.451,0.013,0.012,90,,,0
Kepler-79e,20 02 04.1057,+44 22 53.646,14,14,0.011,0.013,90,A,O,2020yCat.1350....0G,0.974,-0.075,-4.068,0.015,0.016,90,,,0
HAT-P-59b,19 29 50.0700,+62 31 45.177,14,14,0.010,0.010,90,A,O,2020yCat.1350....0G,3.790,21.006,-6.257,0.015,0.013,90,,,0
K2-85b,03 57 51.4566,+18 27 54.887,14,14,0.014,0.010,90,A,O,2020yCat.1350....0G,10.325,93.932,-68.720,0.018,0.012,90,,,0
Kepler-495c,19 03 43.3699,+39 05 53.280,14,14,0.013,0.015,90,A,O,2020yCat.1350....0G,1.486,5.066,-3.128,0.017,0.019,90,,,0
TOI-1925b,09 01 39.9236,-20 43 13.347,14,14,0.010,0.008,90,A,O,2020yCat.1350....0G,3.298,-9.935,1.352,0.012,0.009,90,,,0
HD   1237b,00 16 12.6780,-79 51 04.244,14,14,0.018,0.017,90,A,O,2020yCat.1350....0G,56.964,434.105,-56.339,0.027,0.021,90,,,0
Kepler-374d,19 36 33.1030,+42 22 13.721,14,14,0.014,0.016,90,A,O,2020yCat.1350....0G,0.806,-6.412,-16.445,0.018,0.020,90,,,0
Kepler-288d,19 15 39.9366,+39 35 41.088,14,14,0.017,0.021,90,A,O,2020yCat.1350....0G,0.862,-0.530,1.279,0.023,0.026,90,,,0
Lupus-TR 3b,15 30 18.6671,-42 58 41.663,14,14,0.355,0.248,90,A,O,2020yCat.1350....0G,,-3.798,-7.197,0.528,0.334,90,,,0
MOA  2008-BLG-310b,17 54 14.53,-34 46 41.0,6,6,,,0,C,O,2017A&A...605A..89B,,,,,,0,,,0
KOI-1527.01,19 46 41.1040,+43 29 54.204,14,14,0.015,0.016,90,A,O,2020yCat.1350....0G,1.187,10.013,10.622,0.020,0.020,90,,,0
HD  48679b,06 58 18.0061,+80 55 42.299,14,14,0.064,0.070,90,A,O,2020yCat.1350....0G,14.931,-24.534,-5.760,0.081,0.096,90,,,0
Kepler-167e,19 30 38.0261,+38 20 43.437,14,14,0.010,0.012,90,A,O,2020yCat.1350....0G,2.916,15.097,36.352,0.014,0.015,90,,,0
HD 188641b,19 57 37.1500,-37 44 42.192,14,14,0.016,0.014,90,A,O,2020yCat.1350....0G,15.544,7.071,39.229,0.022,0.015,90,,,0
Kepler-484b,18 57 34.6390,+46 14 56.836,14,14,0.013,0.016,90,A,O,2020yCat.1350....0G,2.631,-7.205,-2.436,0.016,0.019,90,,,0
HD 111232c,12 48 51.7525,-68 25 30.554,14,14,0.017,0.019,90,A,O,2020yCat.1350....0G,34.609,27.283,112.918,0.021,0.024,90,,,0
NAME L 372-58d,03 35 59.6991,-44 30 45.730,14,14,0.026,0.028,90,A,O,2020yCat.1350....0G,272.161,745.654,-373.323,0.035,0.038,90,,,0
MOA  2015-BLG-337b,18 07 47.71,-28 10 12.6,6,6,230.000,230.000,90,C,O,2019ApJS..244...29M,,,,,,0,,,0
NAME L 320-124b,10 14 51.7786,-47 09 24.192,14,14,0.014,0.015,90,A,O,2020yCat.1350....0G,79.321,-1054.201,414.512,0.018,0.019,90,,,0
Kepler-693c,18 53 00.8527,+40 21 29.620,14,14,0.031,0.034,90,A,O,2020yCat.1350....0G,0.860,-4.620,-2.849,0.043,0.047,90,,,0
Kepler-1416b,19 54 39.2354,+43 53 38.689,14,14,0.012,0.013,90,A,O,2020yCat.1350....0G,1.037,-3.130,-4.901,0.015,0.016,90,,,0
Kepler-359b,19 33 10.4713,+42 11 46.932,14,14,0.023,0.028,90,A,O,2020yCat.1350....0G,0.678,-3.083,-4.750,0.030,0.034,90,,,0
K2-412b,05 05 02.9137,+21 34 48.542,14,14,0.030,0.018,90,A,O,2020yCat.1350....0G,1.459,-2.414,2.595,0.042,0.026,90,,,0
HD 181234b,19 20 00.0974,-09 19 24.952,14,14,0.022,0.022,90,A,O,2020yCat.1350....0G,20.734,-122.951,-318.660,0.026,0.023,90,,,0
* gam Psc b,23 17 09.9371,+03 16 56.245,14,14,0.224,0.193,90,A,O,2020yCat.1350....0G,24.196,759.268,17.568,0.298,0.219,90,,,0
Kepler-1455b,19 36 19.9334,+50 30 10.067,14,14,0.026,0.031,90,A,O,2020yCat.1350....0G,2.743,1.521,-9.120,0.035,0.036,90,,,0
Kepler-773b,19 23 32.3202,+38 03 27.267,14,14,0.009,0.009,90,A,O,2020yCat.1350....0G,1.798,-8.389,-4.758,0.011,0.012,90,,,0
Kepler-1909b,19 23 33.4453,+42 27 34.748,14,14,0.022,0.023,90,A,O,2020yCat.1350....0G,1.355,9.161,-6.329,0.030,0.030,90,,,0
Kepler-141b,19 51 53.0054,+47 43 54.019,14,14,0.009,0.010,90,A,O,2020yCat.1350....0G,3.290,-20.116,-15.790,0.011,0.012,90,,,0
Kepler-1238b,19 51 37.3869,+40 09 46.275,14,14,0.015,0.017,90,A,O,2020yCat.1350....0G,0.595,-2.403,-3.871,0.020,0.022,90,,,0
HD  23596b,03 48 00.3747,+40 31 50.293,14,14,0.026,0.018,90,A,O,2020yCat.1350....0G,19.325,52.742,21.740,0.039,0.026,90,,,0
Kepler-568b,19 52 25.3811,+48 24 04.267,14,14,0.013,0.015,90,A,O,2020yCat.1350....0G,7.629,58.054,106.667,0.020,0.018,90,,,0
HATS-43b,05 22 09.1675,-30 58 15.010,14,14,0.008,0.009,90,A,O,2020yCat.1350....0G,2.758,8.728,4.282,0.010,0.012,90,,,0
Kepler-245e,19 26 33.3541,+42 26 10.779,14,14,0.022,0.024,90,A,O,2020yCat.1350....0G,1.181,3.679,4.797,0.031,0.032,90,,,0
Kepler-982b,19 13 40.2446,+46 35 25.569,14,14,0.012,0.012,90,A,O,2020yCat.1350....0G,1.246,-0.905,3.955,0.017,0.017,90,,,0
Kepler-1519b,19 46 40.3040,+49 27 42.626,14,14,0.015,0.017,90,A,O,2020yCat.1350....0G,0.653,1.680,-14.670,0.019,0.020,90,,,0
Kepler-256b,19 30 19.3010,+46 05 50.533,14,14,0.016,0.016,90,A,O,2020yCat.1350....0G,0.974,-0.161,-2.680,0.023,0.021,90,,,0
Kepler-1880b,19 11 18.3350,+40 41 47.784,14,14,0.023,0.026,90,A,O,2020yCat.1350....0G,1.654,10.591,-1.835,0.030,0.033,90,,,0
TOI-2445b,02 53 15.8181,+00 03 08.784,14,14,0.061,0.077,90,A,O,2018yCat.1345....0G,20.556,57.212,-24.050,0.108,0.132,90,,,0
HD  40307f,05 54 04.2405,-60 01 24.493,14,14,0.016,0.017,90,A,O,2020yCat.1350....0G,77.326,-52.174,-60.059,0.023,0.025,90,,,0
Kepler-238f,19 11 35.3058,+40 38 16.143,14,14,0.016,0.018,90,A,O,2020yCat.1350....0G,0.532,-0.187,-0.847,0.021,0.021,90,,,0
NAME OGLE-TR-10b,17 51 28.2593,-29 52 35.231,14,14,0.048,0.041,90,A,O,2020yCat.1350....0G,0.802,0.208,-5.284,0.063,0.040,90,,,0
Kepler-1270b,19 06 51.7598,+48 38 43.067,14,14,0.009,0.010,90,A,O,2020yCat.1350....0G,0.891,0.237,-9.604,0.012,0.012,90,,,0
HD  79181b,09 11 58.7357,-19 44 51.469,14,14,0.033,0.027,90,A,O,2020yCat.1350....0G,9.687,-56.593,45.562,0.037,0.037,90,,,0
Kepler-1785b,19 43 10.1228,+47 36 00.371,14,14,0.013,0.014,90,A,O,2020yCat.1350....0G,1.338,0.166,-7.716,0.019,0.020,90,,,0
Kepler-1185b,19 08 57.8786,+39 19 57.933,14,14,0.008,0.009,90,A,O,2020yCat.1350....0G,2.193,3.139,-14.349,0.010,0.010,90,,,0
HD  86950b,10 01 37.6088,-17 19 58.889,14,14,0.020,0.019,90,A,O,2020yCat.1350....0G,4.678,-9.440,-10.429,0.025,0.025,90,,,0
Kepler-310c,19 15 21.4377,+46 59 12.293,14,14,0.015,0.015,90,A,O,2020yCat.1350....0G,1.674,-7.266,-0.212,0.019,0.020,90,,,0
