source_id,ra,dec,parallax,pmra,pmdec
5937081662909466880,251.57203237701927,-51.586577591952064,,,
5937081662909467008,251.57214622599898,-51.586243674322176,0.4966920141017973,-1.595013968306692,-7.050813999416892
5937081662909467392,251.56804329374137,-51.58706159379413,,,
5937081662909467648,251.5683552224591,-51.58766216309859,,,
5937081662909468160,251.57184371260095,-51.58724302288022,,,
5937173609578872448,250.17005764933575,-51.57535457481998,0.8159282597449045,-6.842803437120775,-8.459948173842712
5937173609578873088,250.17391548108336,-51.5733472571062,0.6454637049637518,-2.8322696531454707,-4.982351669709688
5937173609578878080,250.1715178121677,-51.5737083776332,0.4195692727751199,3.1438816919967585,-0.16006254188358965
5937173609578878592,250.1794793444242,-51.56975482221837,-0.8578668746542957,-3.312849237540535,-5.6088470069162
5937173609578884736,250.17135392045992,-51.57248471109378,,,
5937173609578884864,250.17147149828534,-51.57211510273191,0.500682012719522,-1.676383551627722,-2.9226957519804335
5937173609578887168,250.17330666636616,-51.57148878997878,-0.1580138241951189,-3.0854672583632095,-3.293796753096509
5937173609578890368,250.1738228529848,-51.57072945747533,-0.09450621185318436,-1.3640407489700794,-7.949363332891966
5937173609578890752,250.16932953249673,-51.572756269894995,0.062454983874153616,-5.101828349500777,-5.196227390585731
5937173609578899200,250.17325220926188,-51.569506854150255,,,
5937173609578910208,250.16444432929822,-51.57181809584,-0.3432135083694571,-0.703619662981112,-5.404267918786499
5937173609578911104,250.1706924630579,-51.56860745944235,-0.4434555865724548,-3.457133758158916,-4.772214692424687
5937173609578918272,250.17518559643597,-51.56521939007044,0.08693096874421738,-2.2917656848847296,-5.659760501738988
5937173609578923136,250.17169551606918,-51.566247740096294,0.005169294917255037,-1.021107099626138,-3.6295019869216527
5937173609578926976,250.16049249633062,-51.57151529662139,0.7041346411398872,-6.923037747852826,-8.722975858032157
5937201612784825856,250.58829571916223,-51.23085537922026,-1.0122580923841582,-2.782297469671553,-4.419054141267544
5937112483691110400,251.15039135028564,-51.102286053223025,-1.594728085536846,1.6671822092592645,1.9421547871204188
5937112483691113856,251.1555474645411,-51.0982929309888,-2.85085336731182,2.331262657511886,-2.204884490080672
5937112483691116800,251.1509729026863,-51.0936655511498,1.4450340305578393,-2.868945310377754,-2.548012491346756
5937112483691195520,251.15138558790386,-51.0957346777944,-0.49281469742760586,-3.37730979145887,-5.303650170885325
5937112513659807488,251.17963590665929,-51.10238644703606,-0.2681392751793747,-6.78846394641741,-6.877998024333015
5937112513659821568,251.17365274955122,-51.094702563397696,0.5482179153925135,-0.8899074178067059,-4.230710781997085
5937112513663910784,251.18181150847732,-51.10455744027199,-0.1926120377509725,-5.051189218228059,-3.457469780031923
5937112513663917696,251.18497098724478,-51.10396935948901,0.45834359158432947,2.5842102584618014,-4.151217651963048
5937112513663937920,251.1845661587827,-51.10123812362509,0.21147394873045905,0.7407562410116147,-3.0546926636736673
5937112513663950592,251.1955239626545,-51.100685760450155,0.11597198964760988,-0.897374444357242,-4.282125452644699
5937112513663950720,251.19331808368048,-51.10036120417001,0.5111845181624798,-3.9945778532909655,-10.153340704270727
5937112513663979776,251.191472904515,-51.09555609788485,0.5092477977619796,-0.4721919919092177,-5.303615840889959
